003/Inst,001/BSN,OCLC number(s),245a/Title
NjP,1003215,"21258411|33224342","Bayna wilāyat al-faqīh wa ḥukm al-shaʻb /"
NjP,1016036,"33806549|176287341","Hādhā kitāb Muʻjam al-wasāʼil /"
NjP,1023894,"33959946|176310678","Maʻa al-Khuṭūṭ al-ʻarīḍah /"
NjP,1025661,"176315941|34031334","al-Luʼluʼ wa-al-marjān :"
NjP,1025663,"34031347","al-Mukhtār min maqtal (Biḥār al-anwār) :"
NjP,1025667,"34031374","al-Rasāʾil al-fiqhīyah /"
NjP,1025696,"176316043|34031507","al-Kifāḥ al-musallaḥ fī al-Islām /"
NjP,1035668,"34301805|176347880","Mustaqbal al-thawrah al-Islāmīyah /"
NjP,1040924,"34437505","Ṭuruq Ḥadīth al-aʾimmah min Quraysh wa-fī baʻḍihā min Banī Hāshim min al-Ṣiḥāh wa-ghayrihā :"
NjP,1044392,"34531973|176377335","Kitāb Ṣalāt al-musāfir maʻa adillatihā min al-ẓawāhir /"
NjP,1044393,"176377337|34531974","Kitāb Qaḍāʼ /"
NjP,1045892,"176382619|34562256","al-Ḥajj, ʻibādah wa-tarbīyah /"
NjP,1069377,"35114223","Kullīyāt sharḥ al-jazāʼ :"
NjP,1070533,"35143561|176536897","al-Muqtadá fī Bāb al-ibtidā /"
NjP,1071917,"35185530","Sayyidat al-nisāʾ, Fāṭimah al-Zahrāʾ, ʻalayhā al-salām /"
NjP,1071929,"35185534|176546555","al-Imām al-awwal, Amīr al-Muʼminīn ʻAlī, ʻalayhi al-salām /"
NjP,1071931,"35185535|176546571","al-Imām al-thānī, al-Imām al-Ḥasan, ʻalayhi al-salām /"
NjP,1071936,"35185538|176546597","al-Imām al-rābiʻ, ʻAlī ibn al-Ḥusayn, ʻalayhi al-salām, Zayn al-ʻĀbidīn /"
NjP,1071940,"176546625|35185539","al-Imām al-sādis, Jaʻfar ibn Muḥammad al-Ṣādiq, ʻalayhi al-salām /"
NjP,1073865,"35214831|176559821","al-Juzʼ al-thānī min al-Muḥāwarāt al-uṣūlīyah al-ḍarūrīyah, aw, Wāqiʻ al-uṣūl al-lafẓīyah /"
NjP,1081842,"35554517","al-Qaṣīdah al-jawnīyah."
NjP,1104336,"36117418","Qidāsat al-Ḥaram wa-amnuhu /"
NjP,110723,"17455380|175382376","Uthūlūjiyā /"
NjP,1107761,"36229408|176489108","Munjazāt al-marīḍ /"
NjP,1110663,"36265184|176507990","Kitāb al-Qaḍāʼ /"
NjP,1122574,"36557985","Risālah ʻaqāʾidīyah /"
NjP,1123583,"176591450|36558037","Ḥaqīqat al-bayʻ wa-al-muʻāmalah /"
NjP,1128719,"36689995","Ṣaḥīfat al-Mahdī /"
NjP,1147350,"37140925","25 sanah fī khidmat al-iqtiṣād al-Miṣrī /"
NjP,1149089,"37169315|176723060","Hādhā Kitāb al-Anwār al-Ismāʻīlīyah fī al-adhkār al-maʼthūrah /"
NjP,1165940,"37582001|176776597","al-Mujallad al-awwal min kitāb Jāmiʻ aḥādīth al-Shīʻah /"
NjP,1171094,"176793402|37635515","al-Dhukhur fī ʻilm al-uṣūl /"
NjP,1171163,"176793615|37635646","al-Munīr, fihris kitāb al-Ghadīr /"
NjP,1174078,"175777623","al-Tajwīd wa-ʻulūm al-Qurʼān /"
NjP,1297710,"33994712","al-Fuyūḍāt al-rabbānīyah fī al-maʾāthir wa-al-awrād al-Qādirīyah :"
NjP,1319142,"21942697","al-Tārīkh al-ḥarbī li-ʻaṣr Muḥammad ʻAlī al-kabīr :"
NjP,1437132,"24096533","al-Tijārah al-dawlīyah wa-al-tanmiyah al-iqtiṣādīyah /"
NjP,1643201,"137784936|23518931","Ghūṭat Dimashq."
NjP,1661254,"43244254","Ḥawla ʻaqāʾid al-imāmīyah."
NjP,1664533,"177726922|42962708","Maqtal al-Ḥusayn,"
NjP,1677940,"30327229","al-Shiʻr al-ʻIrāqī al-ḥadīth :"
NjP,1679576,"19110762","Sīratunā wa-sunnatunā sīrat Nabīnā wa-sunnatuh,"
NjP,1706613,"40047897","al-Ḥarakāt al-istiqlālīyah fī al-Maghrib al-ʻArabī /"
NjP,183394,"122754636|175351643","al-ʻAql wa-al-dīn :"
NjP,191798,"82167836","Taḥrīr al-uṣūl min taqrīrāt baḥth ... Muḥammad Bāqir al-Zanjānī /"
NjP,1967109,"39720777","Taʻdād sukkān al-quṭr al-Miṣrī fī sanat 1325 hijrīyah - sanat 1907 mīlādīyah ..."
NjP,198996,"122765244|175456492","Kitāb al-qaḍāʼ :"
NjP,207813,"27741055|84466724|810905773","Minhāj al-sharīʻah, musnad al-Rasūl al-aʻẓam :"
NjP,208170,"175532403|47068176","Istinzāl al-sakīnah al-raḥmānīyah bi-al-taḥdīth bi-al-arbaʻīn al-buldānīyah /"
NjP,2089965,"40729503","al-Fawāʼid al-Riḍawīyah /"
NjP,2167854,"6766889","Eṣ ṣaijâd we ibnoh,"
NjP,2185822,"40821975|176064990","al-Imām al-Ḥusayn :"
NjP,222740,"60498742","ʻAmr ibn al-ʻĀṣ /"
NjP,2235932,"40651868|78283241","al-Biṭālah wa wasāʼil al-tawaẓẓuf al-kāmil ..."
