003/Inst,001/BSN,OCLC number(s),245a/Title
LeBAU,b25922257,,"Fī al-adab al-ḥadīth /"
LeBAU,b18263124,,"Jāʼizat al-Maghrib lil-ādāb sanat 1955 ;"
LeBAU,b2556187x,,"al-Tarbiyah li-ʻālam ḥāʼir /"
LeBAU,b25793998,,"Abḥāth fī al-tarbiyah al-madanīyah wa-al-akhlāq /"
LeBAU,b25876016,,"Kitāb Tahdhīb al-alfāẓ al-ʻāmmīyah /"
LeBAU,b25865274,,"Taṣḥīḥ Lisān al-ʻArab /"
LeBAU,b25793536,,"al-Tarbiyah wa-ṭuruq al-tadrīs :"
LeBAU,b25908029,,"Udabāʼ al-ʻArab :"
LeBAU,b18271042,,"Aʻmāl al-muʼtamar al-nisāʼī al-rābiʻ fi Bayrūt."
LeBAU,b25865353,,"Abwāb mukhtārah min Kitāb Abī Yūsuf Yaʻqūb ibn Isḥāq al-Aṣbahānī /"
LeBAU,b25908030,,"Udabāʼ al-ʻArab :"
LeBAU,b1827013x,,"al-Inṣāf fī masāʼil al-khilāf :"
LeBAU,b25907001,,"Tārīkh al-adab al-ʻArabī /"
