003/Inst,001/BSN,OCLC number(s),245a/Title
UaCaAUL,b11392496,"499071272","Waṭanīyatī /"
UaCaAUL,b11512325,"29266822|220020001|18402156","al-Bayān al-mughrib fī akhbār al-Maghrib /"
UaCaAUL,b11765598,"16464802","Siyāsat al-ghadd :"
UaCaAUL,b11793661,"264647934","Kitāb al-Sūdān bayna yaday Ghurdūn wa-Kitshinir /"
UaCaAUL,b11793697,"122747878","al-Imbaraṭurīyah al-Sudāniyah fī al-qarn al-tāsiʻ ʻashar /"
UaCaAUL,b11856609,"22901248","Tārīkh Miṣr qabla al-iḥtilāl al-Barīṭānī wa-baʻdah /"
UaCaAUL,b11915195,"122838643","Intiṣār li-wāsiṭat ʻiqd al-amṣār."
UaCaAUL,b11917507,"16306520|43057012","al-Tārīkh al-ḥarbī li-ʻaṣr Muḥammad ʻAlī al-Kabīr /"
UaCaAUL,b11917519,"83535114","Muḥammad ʻAlī /"
UaCaAUL,b1192312x,"318937211","al-Sūdān al-shamālī :"
UaCaAUL,b1200408x,"122823047","Miṣr fī al-qarn al-tāsiʻ ʻashar :"
UaCaAUL,b12014965,"43812691","Matḥaf al-Ḥaḍārah al-Miṣrīyah /"
UaCaAUL,b12090839,"318937709","Qaryah ẓālimah /"
UaCaAUL,b1210307x,"12652590","al-Fallāḥ :"
UaCaAUL,b12109551,"12104317","Risālah ʻan al-Sūdān /"
UaCaAUL,b1211618x,"44092882","Rifāʻah al-Tahṭāwī Bik /"
UaCaAUL,b12122464,"1005920788","Muḥammad ʻAlī wa-Ūrubbā / taʼlīf Rīnīh Qaṭṭāwī Bik wa jūrj Qaṭṭāwī; naqalahu ʻan al-lughah al-Firinsīyah al-Duktūr Alfrīd Yalūz; al-muqaddimah lil-misyū Franswā shārl Rū Safīr Faransā wa-ʻuḍū al-Majmaʻ al-ʻIlmī al-Firinsī."
UaCaAUL,b12137364,"318938359","al-Ṭāliʻ al-saʻīd :"
UaCaAUL,b12224662,"25262949","Turāth al-Islām ="
UaCaAUL,b12246219,"43408322","al-Falsafah al-iqtiṣādīyah lil-thawrah :"
UaCaAUL,b1226863x,"1007135525","Muṣṭafá Kāmil bāʻith al-ḥarakah al-waṭanīyah /"
UaCaAUL,b12280987,"123004676","Kitāb ṭahārat al-qulūb wa-al-khuḍūʻ li-ʻallām al-ghuyūb :"
UaCaAUL,b12322477,"40976192","Sīrat al-Muʼayyad fī al-Dīn dāʻī al-duʻāh :"
UaCaAUL,b12353711,"318939029","Tarājim Miṣrīyah wa-Gharbīyah :"
UaCaAUL,b12358022,"122818370","al-Ḥafāʼir al-malakīyah bi-Ḥulwān :"
UaCaAUL,b12359038,"318939031","al-Ḥaḍārah al-Miṣrīyah /"
UaCaAUL,b12378847,"23493245","Fārūq al-Awwal /"
UaCaAUL,b12390008,"122987204","al-Taqaddum wa-al-faqr /"
UaCaAUL,b12390227,"22321469","Mudhakkirāt fī al-siyāsah al-Miṣrīyah /"
UaCaAUL,b12413616,"36542553","al-Dalīl al-jughrāfī :"
UaCaAUL,b12415595,"122796272","Miṣr :"
