003/Inst,001/BSN,OCLC number(s),245a/Title
NjP,1027626,"176321584|34094837","al-Maqālāt wa-al-dirāsāt :"
NjP,1044391,"176377332|34531972","Durūs min al-thawrah al-Islāmīyah fī Īrān /"
NjP,1045862,"34562229|176382499","Aqṭāb al-dawāʼir :"
NjP,1072085,"176547613|35185634","Maʻrifat al-dhāt li-bināʼihā al-Jadīd /"
NjP,1072244,"35185708","Tafsīr Nabāʼ."
NjP,1089796,"35764072","Fāṭimah bint al-Imām Mūsá al-Kāẓim /"
NjP,1127061,"36690352","Fāṭimah al-Zahrāʾ :"
NjP,1127558,"9962171","al-Sūdān bayna ʻahdayn :"
NjP,1135621,"36849288|176681112","Kitāb fī ṣināʻat ṣibāgh al-ḥarīr /"
NjP,1246027,"31008162","al-Qalāʼid al-jawharīyah fī tārīkh al-Ṣālihīyah,"
NjP,1274710,"25459335","Tartīb mamlakat al-Fāṭimiyyīn fī Misr :"
NjP,1279297,"21312618","al-Fikr al-ʻArabī al-ḥadīth :"
NjP,1308976,"14936839|177057276","al-ʻAlāqāt al-dawlīyah wa-muʻāhadāt al-ḥudūd bayna al-ʻIraq wa-Īrān,"
NjP,1317618,"10058520|177084492","Miṣr fī ʻaṣr al-Ikhshīdīyīn /"
NjP,132124,"175551097|122722594","Khiṭāb fī al-taʼrīkh al-ʻāmm /"
NjP,1322085,"177098687|41100884","al-Muslimūn fī al-Hind /"
NjP,1323680,"23488721|177103860","Kitāb al-kharāj va ṣanʻat al-kitabah /"
NjP,1372112,"177252724|23249564","al-Aḥwāl al-shakhṣīyah bayna madhhab ahl al-Sunnah wa-madhhab al-Jaʻfarīyah,"
NjP,1379788,"176535562|1348767","Babylonian costumes -"
NjP,1380572,"28784752|176539962","Kitāb Qawānīn al-dawāwīn /"
NjP,141299,"175625402|84433823","al-Mufaṣṣal fī sharḥ al-muṭawwal /"
NjP,1419908,"176718476|42882099","al-Barāhīn al-jalīyah fī rafʻ tashkīkāt al-Wahhābīyah."
NjP,1432408,"23492368","Mudhakkirātī /"
NjP,1444255,"176785229|40873881","Kārithat al-Qirm al-Islāmīyah fī al-Ittiḥād al-Sūvīyītī /"
NjP,1452755,"176809420|15333949","Abū Ẓaby wa-Ittiḥād al-Imārāt al-ʻArabīyah wa-mushkilat al-Buraymī /"
NjP,1459398,"176828325|41192608","al-ʻImāmah /"
NjP,1459400,"176828328|18100759","Kitab Baghdad ..."
NjP,1459587,"42946610","Risālah taʾrīkhīyah fi aḥwāl Lubnān fi ʻahdihi al-iqṭāʻi ..."
NjP,1459588,"176828739|42967580","Mashhad al' Ayān fi Hawādith Suriyya wa-Lubnān."
NjP,1475312,"22364204","Tārikh al-Mushaʻshaʻīyīn wa-tarājim iʻlāmihim,"
NjP,1475862,"28771742|8001295|176850973","al-Diyārāt,"
NjP,1528504,"19710036|177133188","Min waḥy al-sabʻīn 1883-1953,"
NjP,1533537,"25296938|177147789","Bayān tārīkhī hāmm ʼan mufāwaḍāt al-nafṭ :"
NjP,1546710,"23066358","Waqʻat Ṣiffīn /"
NjP,1547895,"40317801|21642357|177189682","Jāmiʻ al-kabīr fī ṣināʻat al-manẓūm min al-kalām wa-al-manthūr /"
NjP,1556311,"177211214|42946541","Kitāb al-buldān."
NjP,1561210,"42522294","Qānūn taʻyīn manāṭiq al-istithmār li-sharikāt al-nafṭ."
NjP,1561213,"42882115","Takhṭīṭ al-iqtiṣād al-qawmī fī al-ʻIrāq bayna al-takhṣīṣ wa-al-tanfīdh."
NjP,1563094,"42944888","al-Siyāsah al-zirāʻīyah fīʹl-Sūdān ..."
NjP,1595375,"177338979|13858591","al-Muqniʻ wa-al-hidāyah /"
NjP,159729,"79110505|175782066","Dhikrá istiqlāl Sūriyā :"
NjP,1647622,"16307879","al-Siyasah al-misriyah wa-al-inqilab al-dusturi /"
NjP,1652251,"42893002|177643121","al-Dustūr al-muwaqqat."
NjP,1661626,"42892998","Ṣafwat man intashar min akhbār ṣulaḥāʼ al-qarn al-ḥādī ʻashar."
NjP,1667846,"36308211|177748578","Awwal al-ṭarīq ilá al-nahḍah al-nisyawīyah fī al-ʻIrāq /"
NjP,1671576,"31632434","Thawrat Sūriyah al-kubrá :"
NjP,1671624,"177774184|42873239","17 Āb 1943-1947;"
NjP,1671625,"177774193|4305204","Muḥāḍarāt ʻan Sūriyā min al-iḥtilāl ḥattā al-jalāʼ /"
NjP,1675682,"177810199|15289811","Āthar al-ḥarb fī al-fiqh al-Islāmī,"
NjP,1681699,"42899082|177868176","al-Durar al-sanīyah fī al-radd ʻalā al-Wahhābīyah ... wa-yalīhi:"
NjP,1688585,"34006903|177925868","al-Fuṣūl al-muhimmah fī taʼlīf al-ummah,"
NjP,1700978,"42946448","al-Ḥijāb fī al-Islām."
NjP,176512,"175913836|28144459","Majmūʻat al-mabādīʼ al-qānūnīyah :"
NjP,1773656,"42830813|228368607","al-Ashbāh wa-al-naẓaʼir ʻalā madhhab Abī Ḥanīfah al-Nuʻmān."
NjP,1973678,"23515741","Thawratunā fī shamāl al-ʻIrāq, 1337-1338/1919-1920,"
NjP,237278,"16840216|175774575","Tārīkh mulūk Āl Saʻūd /"
NjP,238426,"30080975|175783982","Bulghat al-faqīh :"
NjP,2428494,"41893740","Risālat tayāsur al-qiblah /"
NjP,2695279,"178263420|78408400","Kitāb Qurʻat al-anbiyāʼ :"
