003/Inst,001/BSN,OCLC number(s),245a/Title
NjP,1533536,,"Bayān Wizārat al-Nafṭ al-ṣādir bi-tārīkh 17 Tashrīn al-Awwal 1961 ʻan natījat al-mufāwaḍāt maʻa sharikāt al-nafṭ al-ʻāmilah fī al-ʻIrāq wa-al-niṣṣ al-kāmil li-maḥḍar al-ijtimāʻāt al-thalāthah allatī ʻuqidat fī maqar siyādat al-zaʻīm al-amīn ʻAbd al-Karīm Qāsim bi-tārīkh 28 Aylūl wa 8 wa 11 Tashrīn al-Awwal 1961 bayna al-jānib al-ʻIrāqī wa-wafd sharikāt al-nafṭ."
NjP,1550669,,"al-Usrah al-ʻAẓmīyah /"
NjP,1770784,,"al-Ṣiḥāḥ min al-āthār fī faḍāʾil al-Nabī wa-ālihi al-aṭhār /"
NjP,2695287,,"Qiṣṣat Muʻādh ibn Jabal :"
NjP,2702642,,"al-Sirr al-ẓāhir fīman aḥraza bi-Fās al-sharaf al-bāhir min aʻqāb al-Shaykh ʻAbd al-Qādir /"
NjP,2842309,,"Thawrat arbaʻat ʻashar Tammūz :"
NjP,2842310,,"Kunūz Matʹhaf Dimashq al-Waṭanī /"
NjP,2842327,,"ʻAbd al-Nāṣir badaʾa fī Dimashq wa-intahá fī Shatūrā!"
NjP,2842438,,"Taqrīb al-baʻīd min al-Jāmiʻ al-mufīd ʻalá uṣūl al-rāṣid al-jadīd fī ḥisāb al-khusūf wa-al-kusūf wa-ruʼyat al-ahillah /"
NjP,2845022,,"Taʻṭīr al-anfās fī al-taʻrīf bi-al-Shaykh Abī al-ʻAbbās /"
NjP,2850962,,"Ṣirāʻ fī sabīl al-qawmīyah al-ʻArabīyah /"
NjP,2963534,,"Risālah fī taqaddum al-ʻulūm al-ṭibbīyah fī al-bilād al-ʻArabīyah khilāl al-qarnayn al-akhirayn /"
NjP,2970023,,"Tārīkh al-Dūr qadīman wa-ḥadīthan /"
NjP,3264100,,"al-Qānūn al-ʻumūmī lil-Maḥfil al-Akbar al-Iskūtlāndī /"
NjP,3430116,,"al-Qaryah al-ʻIrāqīyah :"
NjP,4137228,,"Tārīkh al-ṭibb ʻinda al-ʻArab f ̄al-qurūn al-ahirah ; al-ṭibb fī Sūrīyah min bilad al-Shām."
NjP,4148108,,"Taʻrīkh ʻulamāʻ al-Mustanṣīrīyah."
NjP,4214733,,"al-Dawlah al-Umawīyah fī al-Shām /"
NjP,4249132,,"al-Zawāj wa-al-ṭalāq fī risālāt al-samāʼ /"
