003/Inst,001/BSN,OCLC number(s),245a/Title
aeadna,3396,,"وفيات الأعيان وأنباء أبناء الزمان /"
aeadna,6056,,"نفح الطيب من غصن الأندلس الرطيب /"
aeadna,5675,,"تعريف القدماء بأبي العلاء/"
aeadna,6237,,"شرح ديوان زهير بن أبي سلمى/"
aeadna,5736,,"نيل الوطر :"
aeadna,5733,,"العقد الفريد /"
aeadna,6049,,"لسان العرب /"
aeadna,6239,,"كتاب المواعظ والإعتبار بذكر الخطط والآثار المعروف بالخطط المقريزية /"
aeadna,6054,," العقد الفريد /"
aeadna,3370,,"السيرة النبوية /"
aeadna,3405,,"مرآة الحرمين، أو، الرحلات الحجازية والحج ومشاعره الدينية محلاة بمئات الصور الشمسية /"
