1621570	31924075853014	 	1981	ir 	0  M. ʻA. T. (Taraqqī, Muḥammad ʻAlī)		10 Farhang-i Khayyām, ʻArabī-Fārsī : shāmil-i 45 hazār vāzh-i muṣṭalah-i Fārsī, ʻArabī, Turkī bi-z̤amīnah-ʾi farhang-i lughat-i pazīraftah shuda Urūpāʾī va vazhahʹhā-yi naw-i Farhangistān / taʾlīf, M.ʻA.T. [Muḥammad ʻAlī Taraqqī].	   [Tehran] : Kitābfurūshī-i Khayyām, 1359 [1981]	  |672 p. ;|15 cm.	   Arabic and Persian.	 4 Arabic language dictionaries Persian.	PJ6636.P4 T17 1981	olin,anx				cornell_aco_0005
1649493	31924059522643	qism2 	    	ua 	1  Thaʻlab, Aḥmad ibn Yaḥyá, 815-904.		10 Majālis Thaʻlab / li-Abī al-ʻAbbās Aḥmad ibn Yaḥyá Thaʻlab ; sharḥ wa-taḥqīq ʻAbd al-Salām Muḥammad Hārūn.	   al-Qāhirah, J.M.ʻA : Dār al-Maʻārif,     -1980.	  |v. <2   > ;|24 cm.	   "Nāla hadhā al-kitāb al-jāʾizah al-uwlá lil-nashr wa-al-taḥqīq al-ʻilmī fī al-musābaqāt al-adabīyah al-latī naẓẓahā al-Majmaʻ al-Lughawī 1949-1950 bi-jalsat 27 Fabrāyir 1950."|   Bibliography: v. 2, p. 716-729.|   Includes indexes.	 0 Arabic philology Early works to 1800.	PJ6070 .T36	olin				cornell_aco_0006
1651092	31924060173501	 	1951	ua 	1  Dasūqī, ʻUmar.		13 al-Nābighah al-Dhubyānī / taʼlīf ʻUmar al-Dasūqī.	   [al-Qāhirah] : Dār al-Fiqr al-ʻArabī, 1951.	  |207 p. ;|24 cm.	   Includes bibliographical references.	00 Nābighah al-Dhubyānī, active 6th century.	PJ7696.N12 Z6 1951	olin,anx				cornell_aco_0007
1651236	31924060173519	 	1954	ua 			00 Ashʻār al-shuʻarāʼ al-sittah al-jāhilīyīn : ikhtīyārāt min al-shiʻr al-jāhilī : al-mukhtār min shiʻr Imriʼ al-Qays, wa-ʻAlqamah ibn ʻAbdah, wa-al-Nābighah, wa-Zuhayr, wa-Ṭarafah, wa-ʻAntarah al-ʻAbsī / ikhtiyār al-Yūsuf ibn Sulaymān ibn ʻĪsá al-maʻrūf bil-Aʻlam al-Shantamarī ; sharḥ wa-taʻlīq Muḥammad ʻAbd al-Munʻim al-Khafājī.	   [al-Qāhirah] : Maktabat ʻAbd al-Hamīd Aḥmad Ḥanafī, 1954.	  |2 v. in 1 ;|25 cm.	   Includes bibliographical references.	 0 Arabic poetry To 622.	PJ7633 .A81	olin,anx				cornell_aco_0008
1662518	31924059116578	 	1921	ua 	1  Ḥuṣarī, Ibrāhīm ibn ʻAlī, -1022.	10 Yā layl al-ṣabb	10 Muʻāraḍāt qaṣīdat "Yā layl al-ṣabb" lil-Ḥuṣarī al-Qayrawānī ; jamaʻahā ʻIsá Iskandar al-Maʻlūf al-Lubnānī.	   [Cairo : s.n.] (al-Qāhirah : Maṭbaʻat al-Hilāl, 1921)	  |37 p. ;|19 cm.		 0 Memesis in literature.| 0 Love poetry, Arabic.| 0 Ghazal.	PJ7632.L6 H971	olin,anx				cornell_aco_0009
1662577	31924059116636	 	1884	ua 	1  Ibn ʻArabshāh, Aḥmad ibn Muḥammad, 1392-1450.		10 Fākihat al-khulafāʼ : wa-mufākahat al-ẓurafāʼ / li-Aḥmad ibn Muḥmamad ibn ʻArabshāh al-Hanafī. Wa-bi-hāmishihi Kitāb Kalīlah wa-Dimnah / taʼlīf Bīdbā ; wa-tarjamahu ʻAbd Allāh ibn al-Muqaffaʻ al-kātib min al-lughah al-Fahlawīyah ilá al-lughah al-ʻArabīyah.	   [Cairo? : s.n., 1884?]	  |228 p.;|28 cm.			+ PJ7760.F129 F17 1884	olin,anx				cornell_aco_0010
1663599	31924060173378	juz2 	1972	ir 	0  Anistās Mārī, al-Karmilī, ab, 1846 or 1847-1946 or 1947.		13 al-Musāʻid / taʼlīf al-ab Anastās Mārī al-Kirmilī ; ḥaqqaqahu wa-ʻallaqa ʻalá fahārisih Kūrkīs ʻAwwād, ʻAbd al-Ḥamīd al-ʻAlwajī.	   Baghdād : Wizārat al-Iʻlām, 1972-	  |v. ;|30 cm.	   Added t.p.: al-Musāʼid, being the detailed Arabic dictionary, by Anastase-Marie de St. Élie.|   Bibliography: v. 1, p. 79-84.|   Includes indexes.	 0 Arabic language Dictionaries.	Oversize PJ6622 .A53 +	olin				cornell_aco_0011
1670035	31924059956189	 	1926	ua 	1  Ibn Sahl al-Isrāʼīlī, Ibrāhīm, -1251 or 1252.		10 Dīwān Ibn Sahl al-Andalūsī / jamaʻahu wa-rattabahu wa-ḍabaṭahu Aḥmad Ḥasanīn al-Qarnī.	   [Cairo] : al-Maktabah al-ʻArabīyah, 1926.	  |124 p. ;|20 cm.			PJ7755.I138 A17	olin				cornell_aco_0012
1670502	31924059956387	 	1955	ua 	1  Sīrāfī, al-Ḥasan ibn ʻAbd Allāh, approximately 893-approximately 979.		10 Akhbār al-naḥwīyīyn al-Baṣrīyīyn / taʼlīf Abī Saʻīd al-Ḥasan ibn ʻAbd Allāh al-Sīrāfī ; taḥqīq Ṭāha Muḥammad al-Zaynī, Muḥammad ʻAbd al-Munʻim Khafājī.	   [Cairo], Miṣr : Sharikat Maktabat wa-Mạṭbaʻat Muṣṭafá al-Bābī al-Ḥalabī wa-Awlādih, 1955.	  |87 p. ;|22 cm.	   Includes bibliographical references and index.	 0 Arabic language Study and teaching Iraq Baṣrah History and criticism.| 0 Philologists Iraq (Baṣrah) Early works to 1800.| 0 Arabic language Grammar Early works to 1800.	PJ6068.I7 S61 1955	olin,anx				cornell_aco_0013
1670918	31924059458863	 	1949	ua 	1  Jumʻah, Ibrāhīm.		10 Abū Zayd al-Sarūjī : al-adīb al-muḥtāl bi-al-thawbayn wa-al-ʻukkāzah wa-al-jirāb : alāʻībuh... tawbatuh... mawtuh wa-taʾbinuh... rajʻatuhu / Ibrāhīm Jumʻah.	   al-Fajjālah : Maktabat Nahḍat Miṣr, 1949.	  |103 p. :|ill. ;|22 cm.		00 Ḥarīrī, 1054-1122. Maqāmāt.	PJ7755.H28 M352	olin,anx				cornell_aco_0014
1674127	31924059931208	 	1913	ua 	1  Yakan, Walī al-Dīn.		13 al-Tajārīb : wa-hiya majmū'at maqālāt ijtimāʻīyah / Walī al-Dīn Yakan.	   [S.l. : s.n., 1913] (al-Iskandarīyah : Maṭbaʻat Jurjī Gharzūzī)	  |120 p. :|ill. ;|20 cm.		 0 Statesmen, Arab Biography.	PJ7870.A45 T3 1913	olin,anx				cornell_aco_0015
1674155	31924059914725	 	1923	ua 	1  Karr, Alphonse, 1808-1890.	10 Sous les tilleuls. Arabic. 1923	10 Mājdūlīn : aw Taḥt ẓilāl al-zayzafūn / taʾlīf Alfūns Kar ; mulakhkhaṣah bi-qalam Muṣṭafá Luṭfī al-Manfalūṭī.	   [Cairo] : Tuṭlab min al-Maktabah al-Tijārīyah bi-awwal Shāriʻ Muḥammad ʻAlī, [1923] ([Cairo] : al-Maṭbaʻah al-Raḥmānīyah)	  |288 p. ;|24 cm.	   Translation of: Sous les tilleuls.		PQ2315 .S7 1923	olin,anx				cornell_aco_0016
1674736	31924059065460	 	1909	le 	1  Isḥāq, Adīb, 1856-1885.	10 Works. Selections. 1909	13 al-Durar : wa-hiya muntakhabāt al-ṭayyib al-dhikr, al-khālid al-athar, al-kātib wa-al-shāʻir wa-al-khaṭīb al-marḥūm Adīb Isḥaq / [Adīb Isḥāq] ; jamaʻahā min āthārihi al-maṭbūʻah wa-al-makhṭūṭah ʻAwnī Isḥāq.	   [Beirut : s.n., 1909] (Bayrūt : al-Maṭbaʻah al-Adabīyah, 1909)	  |616 p. ;|24 cm.	   "Taḥtawī ʻalá tarjamat ḥālihi wa-aqwāl al-jarāʼid fīhi wa-marāthī al-shuʻarāʼ wa-muntakhabāt khuṭabihi wa-rasāʼilihi wa-qaṣāʼidihi wa-riwāyātihi wa-maqālātihi al-siyāsīyah wa-al-adabīyah mimmā ṭubiʻa min qabl wa-mimmā lam yatayassar ṭabʻuhu illā baʻda iʻlān al-dustūr."	10 Isḥāq, Adīb, 1856-1885.| 0 Politicians Lebanon Biography| 0 Journalism Arab countries.	PJ7838.S519 A6 1909	olin,anx				cornell_aco_0017
1676601	31924073798393	 	1911	ua 	1  Zaydān, Jirjī, 1861-1914.		13 al-Inqilāb al-ʻUthmānī : riwāyah gharāmīyah tārīkhīyah / taʾlīf Jirjī Zaydān.	   [S.l. : s.n], 1911 (al-Qāhirah : Maṭbaʻat al-Hilāl)	  |206 p. :|ill. ;|24 cm.		 0 Turkey History Fiction.	PJ7876.A97 I58 1911a	olin,anx				cornell_aco_0018
1676603	31924059914915	 	1925	ua 	1  Rostand, Edmond, 1868-1918.	10 Cyrano de Bergerac. Arabic	13 al-Shāʻir : aw Sīrānū dī Birjirāk / bi-qalam Muṣṭafá Luṭfī al-Manfalūṭī ; wa-hiya khulāṣat al-riwāyah al-tamthīlīyah allāti waḍaʻahā al-shāʻir al-ʻaẓīm Idmūn Rūstān.	   [al-Qāhirah] : Yuṭlab min al-maktabah al-Tijārīyah al-Kubrá, 1925.	  |350 p. :|ill. ;|24 cm.	   "Arrabahā ʻan al-lughah al-Firansīyah taʻrīban ḥarfīyan ... Muḥammad ʻAbd al-Salām al-Jundī"--P. [5].		PQ2635.O85 C9 1925a	olin,anx				cornell_aco_0019
1677770	31924059182141	 	1978	ir 	1  Rāwī, ʻAdnān.	10 Works	13 al-Majmūʻah al-shiʻrīyah al-kāmilah lil-shāʻir ʻAdnān al-Rāwī, 1925-1967 / jamʻ wa taḥqīq ʻAbd Allāh al-Jubūrī.	   Baghdād : al-Jumhūrīyah al-ʻIrāqīyah, Wizārat al-Thaqāfah wa-al-Funūn, [1978]	  |459 p. ;|23 cm.			PJ7860.A96 Z6	olin,anx				cornell_aco_0020
1681323	31924073796058	 	1920	sy 			03 al-Riwāyāt al-shiʻrīyah : allātī yunshiduhā fī Miṣr al-ān al-bulbul al-ghirrīd al-ustādh al-shaykh Salāmah Ḥijāzī.	   [Bayrūt], al-Shām : Maṭbaʻat al-Iṣlāḥ, [1920-1930]	  |16 p. ;|21 cm.	0  Riwāyat al-ṭiflayn / Khalīl Maṭrān -- al-Nasīm al-ʻas̄hiq / Ilyās Fayyāḍ -- Anā wa-al-ḥabībah / Ṭānyūs ʻAbduh.		PJ7862.A85 A17 1920a	olin,anx				cornell_aco_0021
1681697	31924063150837	juz3 	1948	sy 	1  Kurd ʻAlī, Muḥammad, 1876-1953.		13 al-Mudhakkirāt / Muḥammad Kurd ʻAlī.	   Dimashq : Maṭbaʻat al-Tarqī, 1948-	  |v. ;|26 cm.		 0 Civilization, Arab.	Oversize PJ7741.K96 A3 1948 +	olin				cornell_aco_0022
1682090	31924063149854	 	1952	ua 	1  France, Anatole, 1844-1924.	10 Dieux ont soif. Arabic	13 al-Ālihah ʻiṭāsh / Anāṭūl Frāns ; tarjamat ʻĀdil Zuʻaytar.	   al-Qāhirah : Maktabat al-Nahḍah al-Miṣrīyah, 1952.	  |272 p. ;|25 cm.	   Translation of: Les dieux ont soif.	 0 France History Revolution, 1789-1799 Fiction.	PQ2254 D5 1952	olin,anx				cornell_aco_0023
1682095	31924063150076	 	1953	ua 	1  Dasūqī, ʻUmar.		10 Maḥmūd Sāmī al-Bārūdī / bi-qalam ʻUmar al-Disūqī.	   al-Qāhirah : Dār al-Maʻārif, 1953.	  |118 p. ;|23 cm.	   Includes bibliographical references.	10 Bārūdī, Maḥmūd Sāmī, 1839-1904.	PJ7820.A86 M3 1953	olin,anx				cornell_aco_0024
1682175	31924067519227	 	1879	le 	1  Ibn al-Fāriḍ, ʻUmar ibn ʻAlī, 1181 or 1182-1235.	10 Dīwān al-Imām al-ʻārif bi-Allāh al-Shaykh Ḥafṣ Sharafal-Dīn ʻUmar ibn al-Fāriḍ. 1879	10 Kitāb Dīwān al-Imām al-ʻārif bi-Allāh al-Shaykh Ḥafṣ Sharaf al-Dīn ʻUmar ibn al-Fāriḍ qaddasa Allāh sirrahu / ʻUmar ibn ʻAlī Ibn al-Fāriḍ ; ḍabaṭahu wa-nāẓara ṭabʻahu al-muʻallim Faransīs Shamʻūn.	   Bayrūt : al-Maṭbaʻah al-adabīyah, 1879.	  |101 p. ;|23 cm.			PJ7755.I12 A6 1879	olin,anx				cornell_aco_0025
