003/Inst,001/BSN,OCLC number(s),245a/Title
NNU,000798762,"34031374","al-Rasāʼil al-fiqhīyah /"
NNU,001515570,"476776965","Kitāb al-istighāthah /"
NNU,001515606,"54187962","al-Shadharāt wa-iltiqāṭ al-fawāʼid wa-ghurar al-ʻawāʼid /"
NNU,001576891,"476875572","Ghāyat al-nihāyah fī ṭabaqāt al-qurrāʼ /"
NNU,001667650,"51312512","Kitāb al-tawwābīn /"
NNU,001676331,"26227109","Taḥqīq kalimat al-ikhlās /"
NNU,001676352,"43225048","al-Islām wa-al-awḍāʻ al-iqtiṣādīyah /"
NNU,001676356,"476961219|23515837","Allāh :"
NNU,001676357,"81862954","Risālah al-ʻarshīyah /"
NNU,001676379,"84315814","Ashiʻʻah min balāghat al-Imām al-Ṣādiq /"
NNU,001676720,"476963264","Lamaḥāt min tārīkh al-Qur'ān /"
NNU,001676865,"20383835","Fī mahbiṭ al-waḥy"
NNU,001677062,"476965401","Tafsir al-Qurʼān al-ʻaẓīm."
NNU,001677066,"84031378","al-Fawātiḥ al-ilāhīyah wa-al-mafātiḥ al-ghaybīyah al-muwaḍḍiḥah lil-kalim al-Qurʼānīyah wa-al-ḥikam al-furqānīyah /"
NNU,001677094,"33110164","Kitāb Ḥadath al-aḥdāth fī al-Islām :"
NNU,001677096,"34654417","Samīr al-ṭālibīn fī rasm wa-ḍabṭ al-kitāb al-mubīn /"
NNU,001677097,"49333693","Munjid al-muḳriʻīn wa murshid al-ṭālibīn /"
NNU,001677111,"476965697","Majmūʻ al-arbaʻīn arbaʻīn min aḥādīth sayyid al-mursalīn /"
NNU,001677167,"29774632","Rafīq al-asfār fī ʻulūm al-dīn al-arbaʻah bi-ikhtiṣār /"
NNU,001677171,"18043087","Qawāʻid al-ḥadīth /"
NNU,001677199,"28797310","ʻUlūm al-ḥadīth wa-muṣṭalaḥuhu :"
NNU,001677210,"122869030","ʻAlī al-Qārī ʻalá Sharḥ Nukhbat al-fikar fī muṣṭalaḥāt ahl al-athar fī uṣūl al-ḥadīth /"
NNU,001677232,"13884074","al-Makhārij fī al-ḥiyal /"
NNU,001677238,"34711893","Naẓarāt fi kitāb Ishtirākīyat al-islām :"
NNU,001677312,"21475013","Bayna al-taṣawwuf wa-al-ḥayāh /"
NNU,001677320,"23489406","Tanzīh al-anbiyāʼ /"
NNU,001677331,"476966761","Sharḥ al-ʻAllāmah Ibn al-Qāṣiḥ ʻalá al-Shāṭibīyah :"
NNU,001677400,"78947771","Kitāb ḍarb niṭāq al-ḥiṣār ʻalá aṣḥābi nihāyati al-inkisār /"
NNU,001677412,"43500605","Tārīkh al-shuhūd /"
NNU,001677422,"32541338","Maqāṣid al-sharīʻah al-Islāmīyah /"
NNU,001677423,"18357161","al-Muqniʻ fī fiqh imām al-Sunnah Aḥmad ibn Ḥanbal al-Shaybānī /"
NNU,001677444,"43361422","al-Maʻālim al-jadīdah lil-uṣūl /"
NNU,001677486,"23514144","Sharḥ al-Burdah :"
NNU,001677670,"43712107","al-Ṭarīq ilá Allāh /"
NNU,001677687,"4441388","al-Jāmiʻ al-Azhar :"
NNU,001677696,"33922792","Niẓām al-ḥayāh fī al-Islām :"
NNU,001677973,"15269928","al-Tanbīh wa-al-radd ʻalá ahl al-ahwāʼ wa-al-bidaʻ /"
NNU,001677978,"20592468","Tārīkh al-Imāmīyah wa-aslāfihim min al-Shīʻah :"
NNU,001677986,"31823468","Kitāb firaq al-shīʻah /"
NNU,001677992,"23504811","al-Nahj al-sawī fī maʻná al-mawlá wa-al-walī :"
NNU,001678024,"7743912","al-Alfayn fī imāmat Amīr al-Muʼminīn ʻAlī ibn Abī Ṭalib /"
NNU,001682322,"21126935","Faḍāʼil al-khamsah min al-ṣiḥāḥ al-sittah :"
NNU,001682339,"55484401","Aqdam tadwīn fī al-ḥadīth al-nabawī :"
NNU,001682341,"12331823","Rijāl al-Kashshī /"
NNU,001682342,"234858053","Kitāb al-Rijāl /"
NNU,001682351,"21506128","Uṣūl al-murāfaʻāt wa-al-ṣukūk fī al-qaḍāʼ al-sharʻī,"
NNU,001682357,"10409760","al-Mukhtaṣar al-nāfiʻ fī fiqh al-Imāmīyah /"
NNU,001682423,"21418825","Dirāsāt fī al-firaq wa-al-ʻaqāʼid al-Islāmīyah"
NNU,001682433,"28661317","Kifāyat al-tālib fī manāqib ʻAlī ibn Abī Ṭālib :"
NNU,001683748,"47068176","Istinzāl al-sakīnah al-raḥmānīyah bi-al-taḥdīth bi-al-arbaʻīn al-buldānīyah /"
NNU,001683888,"606039953","al-Maẓāhir al-Ilāhīyah /"
NNU,001684105,"13858591","Al-Muqniʻ wa-al-hidāyah /"
NNU,001684110,"34847896","Drāsah fī ʻAwāriḍ al-Ahlīyah fī al-Sharīʻah al-Islāmīyah /"
NNU,001684264,"813585907","Kitāb al-ghaybah /"
NNU,001684282,"477001582","Kitab al-fariq bayna al-makhluq wa-al-Khaliq :"
NNU,001684335,"25653303","al-Jumal wa-al-ʻuqūd fī al-ʻibādāt /"
NNU,001684426,"6899265","Kitāb fī al-siyāsah /"
NNU,001686810,"8914946|222877678","al-Muntaqá min Iḥkām al-aḥkām, sharḥ ʻUmdat al-aḥkām /"
NNU,001689284,"55507729","Kitāb al-Faḍāʼil /"
NNU,001689290,"55507733","Mabādiʼ al-Islām /"
NNU,001689292,"55507735","Kitāb al-Jumal wa-al-ʻuqūd /"
NNU,001700745,"61736713","Tafsīr Sūrat al-Nūr /"
NNU,001700748,"67309406","Dīwān khuṭab Ibn Nubātah :"
NNU,001700779,"9038682|264969220","Iʻlām al-wará bi-aʻlām al-hudá,"
NNU,001729650,"20300215|48215318","Dhayl tadhkirat al-ḥuffāẓ lil-Dhahabī /"
NNU,001741799,"16348370","ʻUyūn akhbār al-Riḍā /"
NNU,001778664,"488286268|122704210","al-Ḥikmah fī makhlūqāt Allāh /"
NNU,001791615,"265843917","Malādh al-akhyār fī fahm Tahdhīb al-akhbār /"
NNU,001792116,"13891055","Mukhtaṣar Sharḥ al-ʻaqīdah al-Ṭaḥāwīyah /"
NNU,001798850,"83153171","Sharḥ al-Arbaʻīn al-Nawawīyah fī al-aḥādīth al-ṣaḥīhah al-nabawīyah /"
NNU,001899619,"26453206|23492112","Aʻlām al-dīn fī ṣifāt al-muʼminīn /"
NNU,001907560,"477023459","al-Yaqīn fī imrat Amīr al-Muʼminīn ʻAlī ibn Abī Ṭālib /"
NNU,001921098,"477068117","al-ʻUrwah al-wuthqá /"
NNU,001937101,"83067792","al-Dirāyah fī ʻilm muṣṭalaḥ al-ḥadīth /"
NNU,001942191,"25068554","al-Islām wa-ʻilm al-nafs /"
NNU,001951273,"31086465|40237442|18203723","Mukhtaṣar kitāb al-farq bayna al-firaq /"
NNU,001974269,"79225195","al-Shīʻah fī al-tārīkh /"
NNU,001974495,"25345979","al-Shajarah al-mubārakah fī ansāb al-Ṭālibīyah /"
NNU,001974862,"5234836|19013732|708715040","Aʻlām al-nubūwah /"
NNU,001976499,"25400495","Kanz al-fawāʼid /"
NNU,001976520,"417376997|23699281","Hidāyat al-muḥaddithīn ilá ṭarīqat al-Muḥammadīn :"
NNU,001976552,"34093772|21268855","Sharḥ Manāzil al-sāʼirīn /"
NNU,001976555,"213531006","Sharḥ Manāzil al-sāʼirīn /"
NNU,001979795,"23017135","Tārīkh ahl al-bayt :"
NNU,002007215,"27112700|25688419|25185003|33298543","al-Tafsīr :"
NNU,002008501,"863546625","Aṭāʼib al-kalim fī bayān ṣilat al-raḥim /"
NNU,002011699,"25688399","Musakkin al-fuʼād ʻinda faqd al-aḥibbah wa-al-awlād /"
NNU,002023893,"26453197","al-Imām ʻAlī ibn Abī Ṭālib, ʻalayhi al-salām :"
NNU,002039917,"23213952|25991850|36264180","Ikhtiyār miṣbāh al-sālikīn :"
NNU,002041194,"80313310","al-Intisār lil-sayyid al-Murṭadá /"
NNU,002041195,"82281394","Kitāb sharḥ Ḥudūd al-Imām al-akbar al-barakah al-qudwah al-anwar Abī ʻAbd Allāh Muḥammad ibn ʻArafah al-mutawafī sanat 803 /"
NNU,002045781,"21268693","Irshād al-ṭālibīn ilá Nahj al-mustarshidīn /"
NNU,002046789,"213528351","Naḍd al-qawāʻid al-fiqhīyah ʻalá madhhab al-Imāmīyah /"
NNU,002046840,"17381615|16129652","Riyāḍ al-ʻulamāʼ wa-ḥiyāḍ al-fuḍalāʼ /"
NNU,002072221,"122774841","Kitāb al-khums, al-musammá bi-Dhakhāyir al-imāmah /"
NNU,002119429,"29950380","Iṣlāḥ al-masājid min al-bidaʻ wa-al-ʻawāʼid /"
NNU,002120865,"13329776","Shubuhāt wa-ḥulūl /"
NNU,002122139,"29271966","Kitāb al-Ghaybah /"
NNU,002123305,"23485900","Taʼīyat ʻĀmir ibn ʻĀmir al Baṣrī /"
NNU,002125421,"25342816","Risālat Iblīs ilá ikhwānihi al-manāḥīs /"
