003/Inst,001/BSN,OCLC number(s),245a/Title
NNU,001465375,,"Nayl al-waṭar min tarājim rijāl al-Yaman fi al-qarn al-thālith ʼashar min hijrat sayyid al-bashar /"
NNU,001467765,,"Maktabat al-Awqāf al-ʻĀmmah :"
NNU,001467776,,"al-Musīqá al-sharqīyah bayna al-qadīm wa-al-jadīd /"
NNU,001467786,,"Khazāʻin al-kutub fī Dimashq wa-ḍawāḥihā /"
NNU,001496923,,"al-Iṣabah fī tamyīz al-ṣaḥābah /"
NNU,001525234,,"al-Tuḥaf al-maʻdinīyah al-Mawṣilīyah fī al-ʻaṣr al-ʻAbbāsī /"
NNU,001525239,,"Sajājīd al-ṣalāh al-Turkīyah /"
NNU,001585889,,"Shahīrāt al-Tūnisīyāt :"
NNU,001591597,,"Nuzhat al-anẓār fī faḍl ʻilm al-tārīkh wa-al-akhbār :"
NNU,001591600,,"Tāj al-ruʼūs bi-al-tafassuḥ fī nawāḥī Sūs :"
NNU,001673561,,"al-Masʼalah al-Lībīyah /"
NNU,001673562,,"Lamaḥāt min al-dirāsāt al-Miṣrīyah al-qadīmah /"
NNU,001673563,,"Ka-annaka maʻī fī Ṭarābulus wa-Tūnis /"
NNU,001674694,,"Kitāb fī al-filāḥah /"
NNU,001674738,,"Ṣadá al-ḥarb :"
NNU,001676654,,"al-Silāḥ fi al-Islām..."
NNU,001684629,,"Min hunā-- nabdaʼ /"
NNU,001684686,,"al-Ṣulayḥīyūn wa-al-ḥarakah al-Fāṭimīyah fī al-Yaman :"
NNU,001684737,,"al-Muʼarrikhūn fī Miṣr fī al-qarn al-khāmis ʻashar al-Milādī (al-qarn al-tāsiʻ al-Hijrī) /"
NNU,001684748,,"ʻAlá hāmish al-sīyāsah :"
NNU,001684753,,"Miṣr al-Islāmīyah wa-tārīkh al-khiṭaṭ al-Miṣrīyah /"
NNU,001684870,,"Fī al-ṭarīq ilá al-Jazāʼir /"
NNU,001685130,,"al-Mūjaz fī sharḥ al-qānūn al-madanī,"
NNU,001686187,,"Maṣādir al-dirāsah ʻan al-Najaf wa-al-Shaykh al-Ṭūsī /"
NNU,001689268,,"al-Dīn wa-al-ʻilm :"
NNU,001689324,,"al-Maktabah al-madrasīyah al-ḥadīthah."
NNU,001689397,,"Niḍāl malik, ṣāḥib al-jalālah Sīdī Muḥammad ibn Yūsuf :"
NNU,001689419,,"al-Rawḍ al-hatūn fī akhbār Miknāsat al-Zaytūn /"
NNU,001699495,,"al-Takayyuf al-ijtimāʻī fī al-rīf al-Miṣrī al-jadīd /"
NNU,001700583,,"ʻAlī Bak al-kabīr :"
NNU,001700626,,"Abṭāl al-waḥdah al-Sūrīyah al-Miṣrīyah fī al-ḥurūb al-Ṣalībīyah :"
NNU,001700638,,"Ẓuhr al-Islām /"
NNU,001701233,,"Aʼimmat al-Yaman bi-al-qarn al-rābiʻ lil-Hijrah wa-wafāyāt aʻlām aʻwāmihim ilá sanat 1375 H."
NNU,001717246,,"Dhikrá al-baṭal al-fātiḥ Ibrāhīm Bāshā, 1848-1948 :"
NNU,001720996,,"al-Muwāfaqāt fī uṣūl al-sharīʻah /"
NNU,002113998,,"Fihrist al-kutub al-ʻarabīyah al-maḥfūẓah bi-al-Kutubkhānah al-Khidīwīyah."
NNU,002119194,,"Jāmiʻ ʻAmr ibn al-ʻĀṣ bi-al-Fusṭāṭ :"
NNU,002177794,,"Kitāb falsafat al-Islām wa-madanīyat al-Qurʼān /"
NNU,002186298,,"al-Bustān fī dhikr al-awliyāʼ wa-al-ulamāʼ bi-Tilimsān /"
NNU,002202137,,"Thabat al-maṣādir al-ʻArabīyah ʻan Filasṭīn."
NNU,002315857,,"Kitāb al-tabaṣṣur bi-al-tijārah :"
NNU,002657162,,"Ibn Sina risâleleri."
NNU,002740891,,"Asbāb wa-natāʼij ; wa-akhlāq wa-mawāʻiẓ /"
NNU,002750133,,"al-Kawākib al-sayyārah fī tartīb al-ziyārah /"
NNU,002751931,,"Mathālib al-wazīrayn,"
NNU,002770152,,"Thawrah wa-al-qāʼid /"
NNU,002775601,,"Ḥāshīyat al-Shaykh Ibrāhīm al-Bājūrī ʻalá Sharḥ Ibn Qāsim al-Ghazzī ʻalá matn al-Shaykh Abī Shujāʻ fī madhhab al-Imām al-Shāfiʻī."
NNU,002796453,,"al-Tafsīr al-kabīr /"
NNU,002802614,,"Dalīl muʹarrikh al-Maghrib al-Aqṣá,"
NNU,002805427,,"Waqʻat al-Jamal,"
NNU,002810316,,"al-Durar al-fākhirah :"
NNU,002811048,,"Ḥayāt al-ḥayawān al-kubrá /"
NNU,002865005,,"al-Ḥayāh :"
NNU,002889052,,"Īrān-- :"
NNU,002933714,,"Maqāmah fī qawāʻid Baghdād fī al-dawlah al-ʻAbbāsīyah,"
NNU,002956587,,"al-Saʻādah al-abadīyah fī al-taʻrīf bi-mashāhīr al-ḥaḍrah al-Marrākushīyah /"
NNU,002961396,,"al-Azyāʼ al-Sūmarīyah /"
NNU,002961449,,"Jāmiʻ al-saʻādāt,"
NNU,002974256,,"Miṣr fī al-qarn al-tāsiʻ ʻashara :"
