003/Inst,001/BSN,OCLC number(s),245a/Title
NjP,1784424,,"Tuḥfat al-wulāh fī aḥkām al-qiṣāṣ wa-al-diyāt :"
NjP,2795745,,"al-Niṣf al-awwal min Ḥāshiyat al-ʻālim al-ʻallāmah al- muḥaqqiq Abī ʻAbd Allāh Sayyidī Muḥammad ibn Muḥammad ibn Manṣūr [illegible] al-aṣl al-Fāsī al-dār ʻalá Sharḥ al-ʻAllāmah Saʻd al-Dīn al-Taftāzānī ʻalá al-Talkhīṣ lil-Qazwīnī. Wa-bi-al-hāmish al-Sharḥ al-madhkūr."
NjP,2850937,,"Niḍāl al-aḥrār fī sabīl al-istiqlāl /"
NjP,2957680,,"Tuḥfat al-mustafīd bi-tārīkh al-Aḥsāʾ fī al-qadīm wa-al-jadīd /"
NjP,3203068,,"Niẓām al-usrah fī al-Islām /"
NjP,3203265,,"ʻĀʾid ilá al-maydān :"
NjP,3206897,,"Qānūn al-Bayyināt fī al-mawādd al-madanīyah wa-al-tijārīyah maʻa al-mudhakkīyrāt al-iḍāḥīyah al-ṣādir bi-al-qānūn raqm 395, tārīkh 10/6/1947 /"
NjP,3315564,,"Aḥkām al-bunūk wa-al-ashum wa-al-sanadāt wa-al-aswāq al-mālīyah (al-būrṣah) /"
NjP,3679548,,"Muntahá al-āmāl fī tawārīkh al-Nabī wa-al-Āl /"
NjP,3719932,,"Khulāṣah-ʾi tārīkh-i siyāsī va ijtimāʻī va farhangī-i Īrān :"
NjP,3769992,,"al-Nikāḥ fī sharḥ Sharāyiʻ al-Islām lil-shaykh al-ajall Abī al-Qāsim Najm al-Dīn al-muḥaqqiq al-mudaqqiq al-Imām al-ʻAllāmah Jaʻfar ibn Yaḥyá ibn Saʻīd (qaddasa sirrah) /"
NjP,3793900,,"Wālidī Āyat Allāh al-ʻUẓmá al-Shaykh ʻAbd al-Karīm al-Ḥāʼirī wa-qiṣaṣ ʻajabīyah min dhikrayāt muntakhibah /"
NjP,4146349,,"Tārīkh al-ʻulamāʾ wa-al-ruwāh lil-ʻilm bi-al-Andalus /"
NjP,6579268,,"Muṣādaqat al-ikhwān /"
NjP,800924,,"Hādhā kitāb mawāhib al-wāhib fī faḍāʾil Abī Ṭālib /"
