003/Inst,001/BSN,OCLC number(s),245a/Title
UaCaAUL,b11491541,"912687478","Kitāb ārāʼ ahl al-madīnah al-fāḍilah /"
UaCaAUL,b11526932,"1109386676","al-Nābighah al-Dhubyānī /"
UaCaAUL,b11740553,"44102394","Kitāb al-Ishtiqāq wa-al-taʻrīb :"
UaCaAUL,b11749386,"28812012","Sharḥ Dīwān Zuhayr ibn Abī Sulmá ̣/"
UaCaAUL,b11773212,"40973886","al-Jāḥiẓ :"
UaCaAUL,b11793557,"122709650","Taḥlīl al-ʻamal :"
UaCaAUL,b11840870,"249366764|318936669","al-Ḥamāsah /"
UaCaAUL,b11845247,"16943627","Min ḥadīth al-shiʻr wa-al-nathr /"
UaCaAUL,b11854583,"1015524441|27857107","Sharḥ Dīwān Jarīr /"
UaCaAUL,b11879385,"60505913|978092531","ʻAbqarīyat al-Buḥturī /"
UaCaAUL,b11884502,"318936699","Jarīr 29-110 H. /"
UaCaAUL,b11900805,"42517875","Arzat Lubnān /"
UaCaAUL,b11997187,"1033849345","Risālat al-ghufrān /"
UaCaAUL,b1200344x,"33924412","al-Uslūb :"
UaCaAUL,b12012464,"60506006|264335158","Thalāth rasāʼil /"
UaCaAUL,b12034952,"1112662444","al-Ḥayāh al-insānīyah ʻinda Abī al-ʻAlāʼ :"
UaCaAUL,b12071687,"42861487|11102994","Mudhakkirātī fī niṣf qarn /"
UaCaAUL,b12076703,"37963368","Kitāb Sharḥ al-ʻallāmah Ibn ʻAqīl ʻalá Alfīyat al-ʻAllāmah Ibn Mālik."
UaCaAUL,b12085431,"318937902","Kitāb al-mawāhib al-Fatḥīyah fī ʻulūm al-lughah al-ʻArabīyah /"
UaCaAUL,b12088213,"60506078","al-Balāghah al-ʻaṣrīyah wa-al-lughah al-ʻArabīyah /"
UaCaAUL,b12090001,"61210482","al-Ādāb al-Sāmīyah :"
UaCaAUL,b12096982,"60506090","al-Muʻtamad :"
UaCaAUL,b12104498,"85059981","al-Alfāẓ al-ʻArabīyah wa-al-falsafah al-lughawīyah /"
UaCaAUL,b12114224,"49693002","Kitāb ʻuqūd al-durar fī sharḥ shawāhid al-mukhtaṣar /"
UaCaAUL,b12115034,"34093772|21268855","Sharḥ Manāzil al-sāʼirīn /"
UaCaAUL,b12115873,"60506122","al-Lughah wa-al-naḥw :"
UaCaAUL,b12148076,"318938717|79764608","Ṣāḥib al-Aghānī Abū al-Faraj al-Iṣfahānī al-rāwiyah /"
UaCaAUL,b12150745,"32577268","Janá al-jannatayn fī tamyīz nawʻay al-muthannayayn /"
UaCaAUL,b12160696,"122722755","Kitāb tārīkh Miṣr min aqdam al-ʻuṣūr ilá al-fatḥ al-Fārisī /"
UaCaAUL,b12169262,"23490661","Miṣr wa-al-Shām fī al-ghābir wa-al-ḥāḍir /"
UaCaAUL,b1217340x,"60506183","Shakhṣīyat Bashshār /"
UaCaAUL,b12188906,"32577276","Kitāb al-ṭirāz al-mutaḍammin li-asrār al-balāghah wa-ʻulūm ḥaqāʼiq al-iʻjāz /"
UaCaAUL,b12189042,"40975601","al-Uslūb :"
