003/Inst,001/BSN,OCLC number(s),245a/Title
NjP,1069405,"176528079|35114229","Kitāb Lumʻat al-nūr fī tarjamat al-Sayyid Abī al-Riḍā, 483-563 /"
NjP,1303681,"177040069|42840923","al-Āyāt al-bayyināt fī qamʻ al-bidaʻ wa-al-ḍalālāt ..."
NjP,1443337,"28879441|176782609","Muntakhabāt Ismāʻīlīyah :"
NjP,1523212,"42915522","al-Tafsīr al-qayyim."
NjP,1540257,"41005971","al-Qur'ān al-Karīm."
NjP,1557718,"20802531","Suʼālāt Nāfiʻ ibn al-Azrāq ilá ʻAbd Allāh ibn ʻAbbās"
NjP,1647906,"177617192|37324338","Ibrāhīm ibn Sayyār al-Naẓẓām wa-ārāʼuhu al-kalāmīyah al-falsafīyah /"
NjP,169800,"175866548|80266808","Kitāb bulūgh al-arab fī maʼāthir Shaykh al-Dhahab /"
NjP,1733674,"42885920","al-Tanbīhāt wa-al-ishārāt ..."
NjP,255329,"175929671|79203787","Qurʼān-i karīm va firqān-i ʻaẓīm."
NjP,2744480,"11794101","al-Tibyān fī tafsīr al-Qurʼān /"
NjP,2750765,"15242855","Taʾrīkh ḥayāt al-amīr ʻAlī ibn al-amīr ʻAbd al-Qādir"
NjP,2753517,"17990469","al-Rasūl al-qaʾid /"
NjP,2758896,"22161270|178270765","Manāqib Jaʻfar ibn Abī Ṭalīb,"
NjP,2762098,"23500954|178312400","al-Āyāt al-sāṭiʻah fī al-ʻibar al-nāfiʻah :"
NjP,2766734,"28237422","Tārīkh al-ustādh al-Imām al-Shaykh Muḥammad ʻAbdūh :"
NjP,2785558,"42811669|178661185","Miftāḥ al-wasāʼil;"
NjP,2788117,"42865807|178695558","Kashf al-shubuhāt ... :"
NjP,2788540,"42882440","Shuyūkh al-Azhar wa-al-ziyādah fī al-Islām."
NjP,2790098,"81642449|178711818","Kitāb Mumtiʻ al-asmāʻ fī dhikr al-Jazūlī wa-al-Tabbāʻ wa-mā la-humā min al-atbāʻ /"
NjP,2826166,"21822630|178012224","Kalimat ʻulyāʹ ikhtiyār va bayān-i murād va tarjamah va tafsīr-i ayāt-i bayyināt /"
NjP,2834159,"42892961","Tafsīr al-Baraghānī,"
NjP,2834553,"42906132","Sirr-alʻālamayn wa-kashf mā fī al-dārayn."
NjP,2834571,"178122370|42906203","Jawāmiʻ al-jāmiʻ fī tafsīr al-Qurʼān al-majīd."
NjP,2834969,"178128452|42915180","Ḥāshiyat Muṣṭafā al-ʻArūsī al-musammāh bi-Natāʼij al-afkār al-qudsīyah fī bayān maʻānī Sharḥ al-Risālah al-Qushayrīyah li-Zakarīyā al-Anṣārī."
NjP,2955945,"799052140|43519589","Kayt wa-kayt li-man kāna jalīs al-bayt. Wa-yatlūhu Min hunā wa-hunā li-nuzʹhat al-udabāʼ wa-salwat al-ghurabāʼ /"
NjP,396287,"19244822|175613011","Kitāb tafsīr nūr al-thaqalayn /"
NjP,399738,"175640598|26580099","Kitāb nujūm al-samāʼ fī tarājim al-ʻulamāʼ /"
NjP,406457,"20968459","Tafsīr al-Ṣāfī /"
NjP,418022,"27033239|175795320","Muthīr al-aḥzān /"
NjP,435862,"175931051|25296578","Mutashābih al-Qurʼān wa-mukhtalifuh /"
NjP,441874,"25817539","Tasʹhīl al-sabīl bi-al-ḥujjah fī intikhāb Kashf al-maḥajjah li-thamarat al-muhjah /"
NjP,442438,"25829427","Wilāyat al-faqīh fī ṣaḥīḥat ʻUmar ibn Ḥanẓalah wa-ghayrihā :"
NjP,500993,"175739681|26957002","al-Muntakhab min tafsīr al-Qurʼān ; wa-al-nukat al-mustakhrajah min Kitāb al-tibyān /"
NjP,501408,"22896678|175742858","Miftāḥ al-wasāʼil :"
NjP,537581,"22324684","Tafsīr al-Qurʼān al-karīm /"
NjP,614537,"28422416","Taʼwīl al-āyāt al-ẓāhirah fī faḍāʼil al-ʻitrah al-ṭāhirah /"
NjP,6168455,"58976728|664759754|664759755","al-Jawāhir fī tafsīr al-Qurʼan al-karīm /"
NjP,774474,"27152030|176689059","Miftāḥ Kunūz Fī ẓilāl al-Qurʼān /"
NjP,863702,"26206522","Tafsīr Furāt al-Kūfī /"
NjP,950097,"78115184|176372331|32011046","Hadhā al-juzʼ al-awwal[-al-thālith] min Ḥāshiyat Shaykhʹzādah ʻalá tafsīr al-Qāḍī al-Bayḍāwī"
