003/Inst,001/BSN,OCLC number(s),245a/Title
NNU,000371994,,"Mudhakkirāt khamsah wa-khamsīn shahran fī makhbaʼī /"
NNU,000371999,,"Miṣr fī qayṣarīyat al-Iskandar al-Maqdūnī 332-323 B.C. /"
NNU,000372047,,"Miṣr fī ʻahd al-Islām :"
NNU,000372056,,"Mudhakkirah bi-mā ṣadara ʻannā mundhu fajr al-ḥarakah al-waṭanīyah al-Miṣrīyah :"
NNU,000373302,,"Qaḍīyat Lībyā /"
NNU,000592494,,"Kitāb ʻuyūn al-akhbār /"
NNU,000592497,,"Abū Bakr al-Ṣiddīq :"
NNU,000592529,,"Risālah fī tārīkh al-ṭibb :"
NNU,000673854,,"Kitāb al-ṭuyūr al-manzilīyah wa-al-arānib /"
NNU,000754785,,"Kitāb Miṣbāḥ al-sārī wa-nuzhat al-qārī /"
NNU,000999177,,"al-Dalīl li-ahamm al-maktabāt al-ʻāmmah bi-al-Qāhirah wa-al-Iskandarīyah /"
NNU,001182500,,"Taẓallum al-Zahrāʼ min ihrāq dimāʼ Āl al-ʻAbāʼ /"
NNU,001272345,,"Kitāb baṭal Lubnān al-shahīr al-ṭāʼir al-ṣīt al-marḥūm Yūsuf Bak Karam /"
NNU,001274169,,"Warāʼ al-biḥār /"
NNU,001280136,,"Kitāb al-Fikr al-sāmī fī tārīkh al-fiqh al-Islāmī /"
NNU,001280138,,"al-ʻAql wa-al-qalb :"
NNU,001282508,,"Tārīkh al-ustādh al-Imām al-Shaykh Muḥammad ʻAbduh :"
NNU,001337055,,"al-Thawrah al-Wahhābīyah /"
NNU,001340366,,"Falsafat al-tārīkh al-ʻUthmānī kayfa nashaʼat wa-irtaqat al-salṭanah al-ʻUthmānīyah wa-ilá ayy ḥadd balaghat ʻaẓamatuhā /"
NNU,001374297,,"Qawāʻid ʻaqāʼid Āl Muḥammad, al-Bāṭinīyah /"
NNU,001414640,,"Muḥāḍarāt ʻan Sūriyā min al-iḥtilāl ḥattá al-jalāʼ /"
NNU,001421646,,"Kitāb ʻan tarbiyat al-khuyūl al-ʻArabīyah /"
NNU,001496918,,"al-Ḍawʼ al-lāmiʻ li-ahl al-qarn al-tāsiʻ /"
NNU,001576908,,"Akhbār al-qudāh /"
NNU,001627206,,"Maʻārif al-rijāl fī tarājim al-ʻulamāʼ wa-al-udabāʼ /"
NNU,001674748,,"Tārīkh al-rahbānīyah al-Anṭūnīyah /"
NNU,001676823,,"Zād al-maʻād fī hady khayr al-ʻibād /"
NNU,001676857,,"Rasāʼil al-Sharīf al-Murtaḍá /"
NNU,001683243,,"Imtāʻ al-asmāʻ bi-mā lil-Rasūl min al-anbāʼ wa-al-amwāl wa-al-ḥafadah wa-al-matāʻ /"
NNU,001684268,,"al-Imāmah fī al-tashrīʻ al-Islāmī,"
NNU,001684461,,"Kitāb al-faṣl fī al-milal wa-al-ahwāʼ wa-al-niḥal /"
NNU,001684471,,"al-Īḍāḥ /"
NNU,001684477,,"Kitāb Simṭ al-ḥaqāʼiq fī ʻaqāʼid al-Ismāʻīlīyah /"
NNU,001684491,,"Majmūʻat al-rasāʼil al-Yamanīyah."
NNU,001685967,,"al-Shābbī al-nabī al-majhūl /"
NNU,001689271,,"Zubdat al-aḥkām /"
NNU,001689281,,"Kitāb Minhāj al-Sunnah al-Nabawīyah fī naqḍ kalām al-Shīʻah wa-al-Qadarīyah /"
NNU,001701208,,"Tārikh al-daʼwah al-Ismāʻīlīyah mundhu aqdam al-ʻuṣūr ḥattá ʻaṣrinā al-ḥāḍir /"
NNU,001708681,,"Uṣūl al-dīn al-Islāmī :"
NNU,001756393,,"al-Maḥmal wa-al-ḥajj /"
NNU,001756408,,"Kitāb al-Madkhal /"
NNU,002056160,,"Mustamsik al-ʻurwah al-wuthqá /"
NNU,002056416,,"Ṭarīqat Ḥizb Allāh fī al-ʻamal al-Islāmī /"
NNU,002174878,,"Thalāth rasāʻil /"
NNU,002186310,,"Kitāb Rawḍ al-Masarrah fī tahāniʼ sayyādat al-ʻallāmah al-Sayyid Jarāsīmūs Masarrah."
NNU,002751097,,"Akhbār faṭārikat kursī al-Mashriq :"
NNU,002933634,,"Filāsṭīn wa-akhwātuhā :"
