003/Inst,001/BSN,OCLC number(s),245a/Title
NNC,1101801,"51809644","Anwār al-badrayn fī tarājim ʻulamāʾ al-Qaṭīf wa-al-Aḥsāʾ wa-al-Baḥrayn /"
NNC,1172953,"31707221","Taʻlīqat Amal al-āmil /"
NNC,1764782,"25336661","Qāmūs al-rijāl /"
NNC,243946,"33994862","Buḥūth fī sharḥ al-ʻUrwah al-wuthqá /"
NNC,2871406,"30477694","Kitāb makātīb al-Rasūl,"
NNC,2871586,"9810202","Khamsūn wa-mi'at ṣaḥābī mukhtalaq /"
NNC,2872162,"45890025","Tafsīr al-Marāghī /"
NNC,2872206,"21480083","Jāmiʻ al-bayān ʻan taʾwīl āy al-Qurʾān,"
NNC,2872209,"16139677","Sharḥ shawāhid Majmaʻ al-bayān /"
NNC,2872212,"81682189","al-Tibyān fī tafsīr al-Qurʾān /"
NNC,2957832,"7718535","Dirāsāt Islāmīyah"
NNC,2957899,"19792273","al-Muṣannafāt al-fiqhīyah,"
NNC,2958145,"24097042","Mirʾāt al-Ḥaramayn,"
NNC,2958556,"45898546","al-Muhadhdhab fī fiqh al-Imām al-Shāfiʻī,"
NNC,2958605,"45898620","Sharh 'Rāmūz al-ahādīth' al-musammā bi-'Lawāmiʻ al-ʻuqūl'."
NNC,2958624,"7625914","Qalāʾid al-durar fī bayān āyat al-aḥkam bil-Athar."
NNC,2958644,"23502424","Muwāfaqat ṣaḥīḥ al-manqūl."
NNC,2958999,"45902163","al-Insān al-kāmil fī maʻrifat al-awākhir wa-al-awāʾil /"
NNC,2959146,"45902548","Aʻyān al-Shīʻah, taʾlīf al-Sayyid Muḥsin al-Amīn al-Ḥusayni al-Āmilī."
NNC,2959187,"20374951","al-Muʾminūn fī al-Qurʾān,"
NNC,2959196,"45902617","Nazrah fī kutub al-ʻAhd al-Jadīd wa-ʻaqāʾid al-Nasrānīyah/"
NNC,2959223,"17786676","Ṣaḥīḥ Abī ʻAbd Allāh al-Bukhārī /"
NNC,2959252,"15269928","al-Tanbīh wa-al-radd ʻalá ahl al-ahwāʾ wa-al-bidaʻ /"
NNC,2959311,"20592468","Tārīkh al-Imāmīyah wa-aslāfihim min al-Shīʻah"
NNC,2959329,"11034817","Ṭabaqāt aʻlām al-Shīʻah /"
NNC,2959343,"18330673","Muntaqilat al-Ṭālibīyah /"
NNC,2959352,"15968565","al-Dharīʻah ilá taṣānīf al-Shīʻah, taʾlīf Muḥammad al-shahīr bi-al-Shaykh Āghā Buzurg al-Ṭihrānī."
NNC,2959378,"45903283","Al-Washīʻah fī naqd ʻaqāʾ id al-Shī ʻah /"
NNC,2960101,"17495217","Ḥilyat al-awliyāʾ wa-ṭabaqāt al-aṣfiyāʾ /"
NNC,2960266,"214247362","Tuḥfat al-aḥwadhī bi-sharḥ Jāmiʻ al-Tirmidhī,"
NNC,2965793,"28432163","Muqaddimāt min kitāb naṣṣ al-nuṣūṣ fī sharh fus̥ūṣ al-ḥikam li-Muh̥yī al-Dīn Ibn al-ʻArabī /"
NNC,2965813,"34632513","al-Rasāʾil al-ṣūfīyah /"
NNC,3059252,"32244171","al-Fawākih al-dawānī /"
NNC,3061986,"42867203","Kashf al-ghummah fī maʻrifat al-aʾimmah."
NNC,3068500,"476980012","Baʻth al-ummah al-ʻArabīyah wa-risālatihā ilá al-ʻālam /"
NNC,3076443,"318942171","al-Tafsīr al-kabīr /"
NNC,3080135,"701363129","Sihām al-dīn al-māriqah fī ṣudūr al-zanādiqah :"
NNC,3177719,"23483707|702189133","Yatīmat al-dahr fī shuʻarāʼ ahl al-ʻaṣr /"
NNC,3302740,"50163489","Kitāb Fayṣal al-tafriqah bayna al-Islām wa-al-zandaqah /"
NNC,34074,"80615050","al-Barakah fī faḍl al-saʻy wa-al-ḥarakah /"
NNC,5029763,"26285935","al-Farāʾid al-ṭarīfah fī sharḥ al-Ṣaḥīfah al-sharīfah /"
NNC,506730,"16358863","Mawārid al-itḥāf fī nuqabāʾ al-ashrāf /"
NNC,585607,"38286374","Mukhtaṣar Shuʻab al-īmān /"
NNC,615895,"16115816","Kitāb al-bayʻ /"
NNC,631711,"214556823","Rijāl al-ʻAllāmah al-Ḥillī /"
NNC,639375,"23268249","al-Mujallad al-awwal min kitāb al-zakāh /"
NNC,643006,"478720219","al-Ḥayāh :"
NNC,646225,"31731538","Kitāb al-Iqtiṣād fī al-iʻtiqād /"
NNC,676063,"22324785","Sharḥ Nahj al-balāghah /"
NNC,679484,"20824085","Malādh al-akhyār fī fahm Tahdhīb al-akhbār /"
NNC,831447,"24075452","al-Fakhrī fī ansāb al-Ṭālibīn /"
NNC,899615,"43617263","Maṣābīḥ al-anwār fī ḥall mushkilāt al-akhbār /"
