003/Inst,001/BSN,OCLC number(s),245a/Title
NNC,161902,"83628298","Jāmiʻ al-madārik fī sharḥ al-Mukhtaṣar al-nāfiʻ /"
NNC,2983472,"46321995","al-Tatawwur al-nahwī lil-lughah al-ʻArabīyah :"
NNC,2872144,"8429438","al-Jawāhir fi tafsīr al-Qurʾan al-karīm :"
NNC,981575,"10112234","Kitāb rawḍ al-qulūb al-mustaṭāb /"
NNC,2984494,"10187751","Ḥusn al-bayān fī tafsīr mufradāt al-Qurʾān /"
NNC,36913,"51638434","al-Ādāb al-sharʻīyah wa-al-minaḥ al-marʻīyah /"
NNC,3349252,"40973764","Risālatān li-Abī Ḥayyān al-Tawḥīdī :"
NNC,2976539,"19475129","Tārīkh al-lughāt al-Sāmīya,"
NNC,118842,"42865799","ʻInāyat al-uṣūl fī sharḥ kifāyat al-uṣūl /"
NNC,2980492,"17302212","Shiʻr ʻUrwah ibn Udhaynah /"
NNC,3370522,"43848315","Kitāb al-ḥadīqah al-nadīyah sharḥ al-Ṭarīqah al-Muḥammadīyah /"
NNC,2983487,"32787947","Taʾaththur al-ʻArabīyah bi-al-lughāt al-Yamanīyah al-qadīmah /"
NNC,1761820,"60817980","Kitāb Hadīyat al-aḥbāb fī ʻilm al-ḥisāb /"
NNC,2980518,"46308128","Ḥāshiyat al-fāḍil al-shahīr"
NNC,644537,"506941623","Hadha matn al-ghayah wa-al-taqrib."
NNC,2979582,"15307210","Īqāʻ fī al-shiʻr al-ʻArabī min al-bayt ilá al-tafʻīlah /"
NNC,2980106,"8534533","Abū ʻUthmān al-Māzinī wa-madhāhibuhu fī al-ṣarf wa-al-naḥw /"
NNC,36916,"62480820","Ḥayātunā al-adabīyah :"
NNC,86520,"507855629","al-Hudá ilá dīn al-Muṣṭafá /"
NNC,2958767,"82576854","al-Sayf al-ṣaqīl."
NNC,2475611,"49770884","Kitāb Qurrat al-ʻuyun wa-mufriḥ al-qalb al-maḥzūn /"
NNC,3068417,"47808959","Akhbār al-quḍāt,"
NNC,3068448,"47809252","Ḥayāt al-ḥayawān al-kubrā, li-Kamāl al-Dīn al-Damīrī."
NNC,9511393,"55599801","Jawāzāt al-safar wa-iqāmat al-ajānib fī Miṣr /"
NNC,2977964,"11697188","Multaqay al-lughatayn al-ʻIvrīyah wa-ʻal-ʻArabīyah ="
NNC,2677179,"25700677","Shadd al-izār fī ḥaṭṭ al-awzār ʻan zavvār al-mazār /"
NNC,1579527,"123318070","Tārīkh Ibn al-Furāt /"
NNC,629754,"22519833","Tārīkh falāsifat al-Islām fī al-Mashriq wa-al-Maghrib :"
NNC,2957750,"11264402","Majāz al-Qurʾān,"
NNC,2979584,"18606618","Mawāzīn al-shiʻr al-ʻArabī bi-istiʻmāl al-arqām al-thunāʾīyah,"
NNC,638176,"58978343","Ḥaqāʾiq al-taʾwīl fī mutashābih al-tanzīl. al-Juzʾ al-khāmis /"
NNC,643040,"60601217","al-Hawashi al-jalilah ʻala al-muqaddimah al-badiʻah al-jamilah al-musammah bi-al-matalib al-hisan fi umur al-din wa-shuʻab al-iman."
