003/Inst,001/BSN,OCLC number(s),245a/Title
UaCaAUL,b11491917,"768992155","Turbat al-Fakhr al-Fārisī bi-al-qurāfah al-ṣughrá /"
UaCaAUL,b1173730x,"27143126","Qiṣṣat Ḥayy ibn Yaqẓān /"
UaCaAUL,b11760096,"122839037","al-Ghazālī /"
UaCaAUL,b11923210,"958876894","Fransīs Bākūn /"
UaCaAUL,b11968503,"60505969","Hādhā kitāb Sharḥ dīwān sulṭān al-ʻāshiqīn sayyidī  ʻUmar Ibn al-Fāriḍ /"
UaCaAUL,b11984223,"122797013","Falsafat Ibn Rushd /"
UaCaAUL,b12103329,"922564846","Kitāb al-muʼnis fī akhbār Afrīqiyah wa-Tūnis /"
UaCaAUL,b12122233,"33995808","Tārīkh al-falsafah al-Yūnānīyah /"
UaCaAUL,b12131301,"707095816","Kitāb al-ʻIqd al-nafīs bi-tashṭīr wa-takhmīs dīwān sulṭān al-ʻāshiqīn al-ʻĀrif biallāh sayyidī ʻUmar ibn al-Fāriḍ al-shahīr /"
UaCaAUL,b12139300,"18998955","Muʼallafāt Ibn Sīnā /"
UaCaAUL,b12218571,"813294307","Tahāfut al-falāsifah /"
UaCaAUL,b1245672x,"26880256","Ikhwān al-Ṣafāʼ /"
UaCaAUL,b12496662,"60498326","Athar qadīm fī al-ʻIrāq :"
UaCaAUL,b12590873,"30336263","al-ʻIqd al-farīd /"
UaCaAUL,b12745972,"60506773","al-Dīwān al-muḥyī rufāt al-adab al-bāligh min funūn al-balāghah ghāyat al-arab al-muḥtawī min ḥusn al-barāʻah ʻalá mā bi-hi imtāza al-musammá ṭibqan li-maʻnāhu bi-Ḥilyat al-ṭirāz ..."
UaCaAUL,b12829122,"122823398","al-Thaqāfah al-rūḥīyah fī kitāb Iḥyāʼ ʻulūm al-dīn lil-Ghazzālī /"
UaCaAUL,b12845097,"30770219","Manāhij al-baḥth ʻinda mufakkirī al-Islām, wa naqd al-Muslimīn li-al-manṭiq al-Arisṭuṭālīsī /"
UaCaAUL,b12847938,"234700700","Asrār al-nafs /"
UaCaAUL,b12860876,"84458417","al-ʻAdl al-Ilāhī wa-ayna atharuhu fī al-makhlūqāt /"
UaCaAUL,b1286335x,"33321307","Arisṭū /"
UaCaAUL,b12897565,"427634986","al-Kitāb al-dhahabī lil-Mihrajān al-Alfī li-Dhikrá Ibn Sīnā :"
UaCaAUL,b12901374,"63547180","Kitāb Fātiḥat al-ʻulūm /"
UaCaAUL,b12905689,"23510689","Kitāb al-Kindī ilá al-Muʻtaṣim bi-Allāh fī al-falsafah al-ūlá /"
UaCaAUL,b12906293,"912693276|16771047","Rasāʼil al-Kindī al-falsafīyah /"
UaCaAUL,b12940069,"24407327","Kitāb al-akhlāq /"
UaCaAUL,b12940124,"46340773","al-Falsafah wa-al-akhlāq ʻinda Ibn al-Khaṭīb /"
UaCaAUL,b12940744,"60509837","al-Akhlāq al-naẓarīyah :"
UaCaAUL,b1294483x,"23484338","Waḥy Baghdād :"
UaCaAUL,b12947453,"122797082","Irādat al-iʻtiqād /"
UaCaAUL,b12947489,"60509853","Tahdhīb al-akhlāq :"
UaCaAUL,b12955905,"42197056","Muʻīd al-niʻam wa-mubīd al-niqam /"
UaCaAUL,b12957033,"960905288","Kitāb adab al-dunyā wa-al-dīn /"
UaCaAUL,b12961486,"29926591","Kitāb Ayna al-insān /"
UaCaAUL,b12966447,"37483087","Kitāb Tahdhīb al-akhlāq wa-taṭhīr al-aʻrāq /"
UaCaAUL,b12967142,"23514358","Khurāfat al-Mītāfīzīqā /"
UaCaAUL,b12968602,"40191886","Kitāb wāsiṭat al-sulūk fī siyāsat al-mulūk /"
UaCaAUL,b12968882,"973193300","Fan al-ḥubb wa-al-ḥayāh /"
UaCaAUL,b12972770,"122750729","Kitāb makārim al-akhlāq /"
UaCaAUL,b12975424,"60509885","Mudhakkirah fī ʻilm al-manṭiq, , qism al-tasḍiq̄at̄, li-tụllab̄ al-sanah al-than̄iȳah al-than̄awiȳah /"
UaCaAUL,b13011558,"60509927","Quṭūf /"
UaCaAUL,b13013142,"60509931","Khawāṭir khawāṭir /"
UaCaAUL,b13019533,"864753639","Kitāb Mirʼāt al-shurūḥ /"
UaCaAUL,b13023160,"12195885","Mukhtārāt Jirjī Zaydān /"
UaCaAUL,b13028820,"40972111","Kitāb al-thamarāt /"
UaCaAUL,b13038552,"234387174","al-Dīn wa-al-ʻilm /"
UaCaAUL,b13043274,"60509958","Risālat al-ḥayāh /"
UaCaAUL,b13048740,"18810698","al-Maʻārif /"
UaCaAUL,b13081378,"123343167","Kitāb ʻUyūn al-akhbār /"
UaCaAUL,b13082371,"37877559","Muʻḍilāt al-madanīyah al-ḥadīthah :"
UaCaAUL,b13141600,"318942216","Mushkilat al-sulūk al-sīkūbātī :"
UaCaAUL,b1314201x,"33995278","Kharīf al-fikr al-Yūnānī /"
UaCaAUL,b13142434,"60510020","ʻIyādāt al-ʻilāj al-nafsī /"
UaCaAUL,b13142677,"960801473","Mukhtaṣar fī ʻilm al-nafs al-insānīyah /"
UaCaAUL,b13145083,"60510026","Mabādiʼ al-taḥlīl al-nafsī /"
UaCaAUL,b13145204,"122839209","Ishpinjilar /"
UaCaAUL,b13159197,"27459753","Manāhil al-ʻirfān fī ʻulūm al-Qurʼān /"
UaCaAUL,b13181920,"318942242|23072420","Jawāhir al-Qurʼān /"
UaCaAUL,b13189943,"5245878","Kitāb ʻilm al-firāsah al-ḥadīth :"
UaCaAUL,b13194410,"60510105","Qiṣṣat al-nizāʻ bayna al-dīn wa-al-falsafah /"
UaCaAUL,b13204919,"122899338","Tarīkh al-Dawlah al-Makdūnīyah wa al-mamālik allatī infaṣalat ʻanhā /"
UaCaAUL,b13631809,"42871879","al-Aḥlām :"
UaCaAUL,b13901229,"10187645","al-Adab al-ḥayy /"
UaCaAUL,b13913645,"85835696","Nufūs lil-bayʻ, aw, Mirʼāt al-ḍamīr al-ḥadīth /"
UaCaAUL,b13913967,"23497824","Lā hawādah /"
UaCaAUL,b13990743,"156901121","Jawāʼiz Fuʼād al-awwal :"
UaCaAUL,b13994578,"21886642|23498254","Mabāḥith ʻArabīyah /"
UaCaAUL,b14000064,"166325173","Taḥlīl al-shakhṣīyah /"
UaCaAUL,b14000088,"166325438","al-Sanābil /"
UaCaAUL,b1400009x,"166265402","Rīnah Dīkārt abū al-falsafah al-hạdīthah /"
UaCaAUL,b1400172x,"499065458","al-Nawm wa-al-araq /"
UaCaAUL,b14007058,"84990824","al-Arwāh /̣"
UaCaAUL,b14408296,"186162334","Taḥlīl al-nafs /"
UaCaAUL,b14525756,"222915818","Dalīl matḥaf al-āthār al-ʻArabīyah fī Khān Marjān bi-baghdād /"
UaCaAUL,b14525872,"23490683","Fī Miṣr al-Islāmīyah /"
UaCaAUL,b18402057,"456436425","Aʻlām al-fikr al-Faransī :"
UaCaAUL,b19078122,"123001973|80299778","al-Mukāfaʼah /"
UaCaAUL,b22348244,"709907315|123279321","ʻAqlī wa-ʻaqluk /"
UaCaAUL,b23721431,"123000965","Kitāb ʻIddat al-ṣābirīn wa-dhakhīrat al-shākirīn /"
