003/Inst,001/BSN,OCLC number(s),245a/Title
UaCaAUL,b12767268,"60506800","Ikhnātūn wa-Nifirtītī :"
UaCaAUL,b28924812,"60505955","ʻUṣfūr min al-Sharq /"
UaCaAUL,b1327014x,"11264402|1090684038|32477130|13616490","Majāz al-Qurʼān /"
UaCaAUL,b12334194,"318939285","Adab al-Hụrub̄ al-Sạlib̄iȳah / "
UaCaAUL,b1286285x,"318940979","Aḥmus al-awwal :"
UaCaAUL,b11950584,"42862546","al-Aydī al-nāʻimah /Tawfīq al-Ḥakīm."
UaCaAUL,b12643099,"122779737","Sharḥ al-Tibyān /"
UaCaAUL,b11956999,"32215211","Tawfīq al-Ḥakīm :"
UaCaAUL,b12328030,"952646070","Sulṭān al-ẓalām /"
UaCaAUL,b12666671,"1130560042","Dīwān al-wazīr Abī al-Faḍl Zuhayr ibn Muḥammad ibn ʻAlī ibn Yaḥyá ibn al-Ḥasan ibn Jaʻfar ibn Manṣūr ibn ʻĀṣim  al-Muhallabī al-Ṣāliḥī al-Fātikī al-Miṣrī al-Āzdī."
UaCaAUL,b12531807,"318939817","Sulaymān al-Ḥakīm /"
UaCaAUL,b13047498,"23509347|43150102","al-Hawá wa-al-shabāb /"
UaCaAUL,b12128235,"44639682","Tawfīq al-Ḥakīm /"
UaCaAUL,b12441405,"60506388|416592401","Tārīkh ḥayāt maʻidah /"
UaCaAUL,b12532976,"60506482","Taḥta shams al-fikr /"
UaCaAUL,b11792498,"24176452","al-Malik Ūdīb /"
UaCaAUL,b13053620,"67307935","Ḥirmān :"
UaCaAUL,b11933380,"23491560","ʻĀbir sabīl /"
UaCaAUL,b21433677,"67309674","Zīnāt, aw, al-Takfīr :"
UaCaAUL,b12958943,"318941096","Khawāṭir al-ḥayāh :"
UaCaAUL,b11870722,"318936690","al-ʻUshshāq al-thalāthah /"
UaCaAUL,b11972312,"60505971","Masraḥīyāt Tawfīq al-Ḥakīm."
UaCaAUL,b12936285,"43144395","al-Ward al-abyaḍ :"
UaCaAUL,b1211747x,"36813781","Dīwān Ḥāfiẓ :"
UaCaAUL,b13001905,"60507098","Shahrazād."
UaCaAUL,b1242934x,"36207371","Ashʻar al-shiʻr /"
UaCaAUL,b12600477,"60506546","al-Mughaffal-- wa-qiṣaṣ ukhrá :"
UaCaAUL,b12531248,"60506478","Prāksā, aw, mushkilat al-ḥukm /"
UaCaAUL,b12987591,"60507074","Hākadhā ughannī /"
UaCaAUL,b1192147x,"60505936","Jubrān Khalīl Jubrān :"
UaCaAUL,b12221909,"37217017|23491539","Aʻāṣīr maghrib /"
UaCaAUL,b12531923,"25879585","Shajarat al-ḥukm /"
UaCaAUL,b11854868,"60505898","Kutub wa-shakhṣīyāt /"
UaCaAUL,b12768297,"33993138","ʻĀlam al-sudūd wa-al-quyūd /"
UaCaAUL,b11996870,"43171575","al-Taʻādulīyah :"
UaCaAUL,b12768273,"318940860","Rajʻat Abī al-ʻAlāʼ /"
UaCaAUL,b12311480,"23501382","Taḥta Shams al-fikr /"
UaCaAUL,b11843536,"36518596","Maʻa al-Mutanabbī /"
UaCaAUL,b12768121,"37320393","Hadīyat al-karawān /"
UaCaAUL,b12995241,"318941394","Sayyidat al-quṣūr :"
