003/Inst,001/BSN,OCLC number(s),245a/Title
NjP,2793453,,"Sharḥ al-faqīh al-ʻālim al-ʻallāmah al-muḥaqqiq al-mudaqqiq Abī Muḥammad Sayyidī ʻAbd al-ʻAzīz ibn al-Ḥasan al-Zayyātī ʻalá Naẓm al-zakāh lil-Imām al-ʻallāmah al-muḥaqqiq al-shahīr Abī ʻAbd Allāh Sayyidī Muḥammad al-ʻArabī ibn al-Imām al-ʻārif billāh Abī al-Maḥāsin Sayyidī Yūsuf al-Fāsī."
NjP,2794656,,"al-Niṣf al-thānī min Ḥāshiyat al-Shaykh al-Imām al-ʻallāmah al-muḥaqqiq al-mudaqqiq al-humām al-mushārī al-shahīr al-ḥāfiẓ al-ḥujjah al-kabīr Abī ʻAbd Allāh Sayyidī Muḥammad al-Ṭayyib ibn ʻAbd al-Majīd ibn Kīrān ʻalá Tawḍīḥ al-ʻAllāmah Ibn Hishām ʻalá Alfiyat al-Imām Ibn Mālik."
NjP,2795247,,"al-Ṭāʾifīyah :"
NjP,2842429,,"Qāla al-shaykh al-Imām al-ustādh al-naḥwī al-lughawī al-humām Abū Zayd Sayyidī ʻAbd al-Raḥmān ibn ʻAlī ibn Ṣāliḥ al-Makkūdī."
NjP,2957117,,"Jihād niṣf qarn li-samū al-Amīr Saʻīd Āl ʻAbd al-Qādir al-Jazāʼirī /"
NjP,2957689,,"al-Nakhlah, sayyidat al-shajar /"
NjP,3908235,,"Hārib min al-ẓulm :"
NjP,4021304,,"Turkiyā al-Kamālīyah /"
NjP,4461466,,"al-Siyāsah wa-al-Azhar min mudhakkirāt Shaykh al-Islām al-Ẓawāhirī /"
NjP,856854,,"Hādhā sharḥ al-ʻallāmah al-Shaykh Muḥammad ibn ʻAbd al-Raḥmān al-Nābulī al-musammá Fatḥ al-mannān ʻalá al-manẓūmah al-musammāh Tuḥfat al-ikhwān lil-ustādh Aḥmad Qāsim fī ʻilm al-mīqāt."
