003/Inst,001/BSN,OCLC number(s),245a/Title
NjP,1026912,"34064505","Manhaj taḥqīq al-makhṭūṭāt /"
NjP,1069347,"35114218","Qāʾimat maṭbūʻāt al-Lajnah sanat 1368 H, sanat 1949 M /"
NjP,124569,"79079549","Wathāʼiq khaṭṭīyah fī ʻalāʼiq āl Ṭarrāzī bi-al-millah al-Suryānīyah /"
NjP,1245978,"9346762","Tārīkh al-masājid al-atharīyah allatī ṣallá fīhā farīḍat al-Jumʻah Ḥaḍrat Ṣāḥib al-Jalālah al-Malik al-Ṣāliḥ Fārūq al-Awwal /"
NjP,1299487,"42862549","Dalīl al-Mamlakah al-ʻArabīyah al-Suʻūdīyah ..."
NjP,1325516,"669888714|13634019","A bibliography of Baghdad /"
NjP,1335673,"13636182","Taqaddum al-taʻlīm al-ʻālī fī al-ʻIrāq,"
NjP,1388949,"42881708","Qiṣaṣ al-anbiyāʼ al-musammā bi-al-ʻArāʼis;"
NjP,1429381,"42840472","al-Nūr al-lāmiʻ fī bayān al-aṣl al-jāmiʻ."
NjP,1445529,"42899036","Amrīkā ... bayt Juḥā."
NjP,1466139,"41100711|49428287","Āthār al-Madīnah al-Munawwarah /"
NjP,1472646,"23497197","Madāris Makkah /"
NjP,1547905,"12006979","Fihrist maktaba dair St. Catherine bi tur Sina."
NjP,1604994,"42892999","Kitāb al-sarāʼir."
NjP,1643867,"42951344","Aʻlām min Ṭarābulus."
NjP,1665843,"42944221","al-Wasīṭ bayna al-ifrāṭ wa-al-tafrīṭ."
NjP,1684915,"9014095","al-Ijāzāt al-ʻilmīyah ʻinda al-Muslimīn"
NjP,1691385,"40890146","Atlas al-funūn al-zukhrufīyah wa-al-taṣāwīr al islāmīyah ..."
NjP,1699640,"17814900","Makhṭūṭāt ʻArabīyah fī Maktabat Sūfīyā al-Waṭanīyah al-Bulghārīyah /"
NjP,191725,"26838966","al-Taḥqīq fī kalimāt al-Qurʼān al-karīm :"
NjP,2341594,"12007224","Fihris al-makhṭūṭāt al-muṣawwarah /"
