003/Inst,001/BSN,OCLC number(s),245a/Title
NNU,000397895,,"al-ʻIqd al-farīd."
NNU,000595101,,"al-Taṣwīr fī al-Islām ʻinda al-Furs /"
NNU,000907783,,"Ḥurūb al-Islām wa-al-Imbarāṭūrīyah al-Rūmānīyah \"
NNU,001011579,,"al-Ṭuruq al-ḥukmīyah fī al-siyāsah al-sharʻīyah /"
NNU,001266620,,"Kitāb manāhij al-albāb al-Miṣrīyah fī mabāhij al-ādāb al-ʻaṣrīyah /"
NNU,001272323,,"Kunūz al-Fāṭimīyīn /"
NNU,001356825,,"Taqrīr ʻan āthār bilād al-Nawbah al-muḥaddadah bi-al-gharq li-munāsabat mashrūʻ al-Sadd al-ʻĀlī = Report on the monuments of Nubia likely to be submerged by Sudd-el-ʻĀlī water /"
NNU,001374271,,"Mudhakkirāt Qallīnī Fahmī Bāshā."
NNU,001483294,,"Kitāb Tārīkh Miṣr al-ḥadīth min al-fatḥ al-Islāmī ilá al-ān :"
NNU,001483299,,"Tārīkh al-masājid al-atharīyah :"
NNU,001506515,,"Muʻjam al-ansāb wa-al-usarāt al-hākimah fī al-tāʼrīkh al-Islāmī /"
NNU,001525238,,"al-Ṣīn wa-funūn al-Islām /"
NNU,001585872,,"al-Nujūm al-zāhirah fī mulūk Miṣr wa-al-Qāhirah /"
NNU,001592010,,"Taʼrīkh al-ṣināʻah fī Miṣr fī al-niṣf al-awwal min al-qarn al-tāsiʻ ʻashr /"
NNU,001600135,,"Aḥwāl al-sukkān fī al-ʻālam al-ʻArabī :"
NNU,001604888,,"Muḥāḍarāt fī al-iqtiṣād al-Lubnānī /"
NNU,001627201,,"Baghdād, madīnat al-Manṣūr al-mudawwarah /"
NNU,001627210,,"Mushkilat al-Mawṣil :"
NNU,001627211,,"Baghdād, tārīkhuhā wa-āthāruhā /"
NNU,001628344,,"al-Badū wa-al-qabāʼil al-raḥḥālah fī al-ʻIrāq /"
NNU,001658774,,"Kitāb tārīkh Miṣr al-ḥadīth :"
NNU,001673573,,"Mashrūʻ khiṭṭat al-tanmiyah al-iqtiṣādīyah wa-al-ijtimāʻīyah lil-sanawāt al-khams 1960,1961-1964,1965."
NNU,001673583,,"Ittijāh al-mawjāt al-basharīyah fī jazīrat al-ʻArab /"
NNU,001674663,,"Uṣūl al-iltizāmāt /"
NNU,001674721,,"Tārīkh al-imārah al-Afrāsīyābīyah, aw ḥalqah mafqūdah min tārīkh al-Baṣrah /"
NNU,001674747,,"Ṣafḥah min tārīkh al-ʻIrāq̣ al-ḥadīth min sanat 1914 ilá sanat 1926 :"
NNU,001676470,,"Mashrūʻāt al-taʻmīr wa-al-inshāʼ fī al-bilād al-ʻArabīyah :"
NNU,001676869,,"al-Qalāʼid al-jawharīyah fī tārīkh al-Ṣālihīyah /"
NNU,001676934,,"al-ʻĀlam al-Islāmī /"
NNU,001677807,,"Azmat al-fikr al-ʻArabī /"
NNU,001677824,,"Munādamat al-ḥurūb :"
NNU,001677870,,"Fī sabīl Allāh wa-al-ḥaqq /"
NNU,001678033,,"Al-waṭan al-ʻArabī :"
NNU,001678038,,"Mulūk al-Muslimīn al-muʻāṣirūn wa-duwaluhum :"
NNU,001678046,,"Mulūk al-ʻArab :"
NNU,001678084,,"Mudhakkaratī ʻan al-thawrah al-ʻarabīyah al-kubrá /"
NNU,001678090,,"Qaḍīyat al-ʻArab /"
NNU,001678148,,"al-Ḥudūd al-ʻIrāqīyah-al-Īrāniīyah,"
NNU,001678151,,"al-ʻIraq fī ʻahd al-Mughūl al-Ilkhānīyīn"
NNU,001678153,,"al-ʻIrāq fī al-ʻaṣr al-Umawī :"
NNU,001678160,,"Dirāsāt fī al-mujtamaʻ al-ʻArabī /"
NNU,001678164,,"al-Thawrah al-ʻIrāqīyah al-kubrā sanat 1920 /"
NNU,001678168,,"Faysal ibn al-Ḥusayn min al-mahd ilá al-laḥd :"
NNU,001678184,,"Ḥayāt Iqbāl al-Sharābī /"
NNU,001678187,,"al-Baṣrah fī adwārihā al-tārīkhīyah /"
NNU,001678421,,"Tārīkh al-ʻArab fī al-Islām :"
NNU,001678568,,"al-Ḥasanīyūn fī al-tārīkh /"
NNU,001678623,,"Tuḥfat al-aʻyān bi-sīrat ahl ʻUmān /"
NNU,001678764,,"Sīrat Muṣṭafá Kāmil fī arbaʻah wa-thalāthīn rabīʻ /"
NNU,001679051,,"Muḥāḍarāt fī tārīkh al-ʻArab"
NNU,001679119,,"Kitāb al-manhal al-fāʼiḍ fī ʻilm al-farāʼiḍ /"
NNU,001679128,,"Ḥukm al-mīrāth fī al-sharīʻah al-Islāmīyah,"
NNU,001679129,,"al-Tarikah wa-mā yataʻallaqu bi-hā min al-huqūq"
NNU,001679145,,"al-Waṭan al-ʻArabī :"
NNU,001679147,,"al-Niẓām al-naqdī wa-al-ṣarāfī fī Sūriyā /"
NNU,001679266,,"al-Aḥzāb al-siyāsīyah fī Sūriyā"
NNU,001679315,,"ʻAqd al-taʼmīn (al-sawkarah) wa-mawqif al-sharīʻah al-Islāmīyah minh :"
NNU,001679556,,"Kitāb al-tāj fī akhlāq al-mulūk lil-Jāḥiẓ."
NNU,001679557,,"Sirr al-ʻālamayn wa-kashf mā fī al-dārayn /"
NNU,001679574,,"Tārīkh quḍāt al-Andalus /"
NNU,001679587,,"al-Qānūn al-madanī al-Lubnānī :"
NNU,001679704,,"al-Wasīṭ fī al-ḥuqūq al-tijārīyah al-barrīyah /"
NNU,001679806,,"al-Fann al-ʻAmmūrī."
NNU,001679811,,"al-Funūn al-Irānīyah fī al-ʻaṣr al-Islāmī /"
NNU,001682166,,"al-Ḳānūn fiʼl ṭibb /"
NNU,001682177,,"Tārīkh al-bīmāristānāt fī al-Islām /"
NNU,001682180,,"Kitāb ʻuyūn al-anbāʼ fī ṭabaqāt al-aṭibbāʼ,"
NNU,001682437,,"al-Akrād fī naẓar al-ʻilm /"
NNU,001682694,,"al-Qanūn al-idāri al-Misri al-muqāran."
NNU,001682754,,"Dalīl al-Matḥaf al-Qibṭī wa-ahamm al-kanāʼis wa-al-Adīrīyah al-atharīyah /"
NNU,001684498,,"Safarnāmah /"
NNU,001684499,,"al-Sharq al-Awsaṭ :"
NNU,001684637,,"Kitāb al-intiṣār li-wāsiṭat ʻiqd al-amṣār /"
NNU,001684761,,"Kitāb tārīkh Miṣr al-mashhūr bi-badāʼiʻ al-zuhūr fī waqāʼiʻ al-duhūr /"
NNU,001684894,,"Nukhbat ad dahr fî ʼadschâʼib al barr wal bahr :"
NNU,001685023,,"al-Tanẓīmāt al-ijtimāʻīyah wa-al-iqtiṣādīyah fī al-Baṣrah fīal-qarn al-awwal al-Hijrī."
NNU,001685040,,"al-Qawānīn al-khāṣṣah bi-al-nafṭ"
NNU,001685133,,"Muḥāḍarāt fī al-qānūn al-madanī al-ʻIrāqī :"
NNU,001686577,,"al-Qāhirah :"
NNU,001689254,,"Tārīkh al-dawlah al-kathīrīyah :"
NNU,001689307,,"Waqʻat Siffīn /"
NNU,001689377,,"al-Kūnkris al-Amīrikī wa-nakbat Filasṭīn :"
NNU,001689395,,"Aʻlām madīnat Fās, al-musammá bi-al-Uns wa-al-istiʼnās /"
NNU,001689400,,"al-Maghrib fī dhikr bilād Ifrīqīyah wa-al-Maghrib :"
NNU,001696963,,"Tārīkh al-Nāṣirah min aqdam azmānihā ilá ayyāminā al-ḥāḍirah /"
NNU,001696965,,"al-Diblūmāsīyah al-ʻIrāqīyah wa-al-Ittiḥād al-ʻArabī /"
NNU,001696980,,"Bi-al-safīnah Nāzparwar ḥawla al-Qārrah al-Ifrīqīyah /"
NNU,001699487,,"al-Khidmah al-madaniyah fī al-duwal al-ʻArabīyah /"
NNU,001699489,,"al-Siyāsah al-dawlīyah wa-ashhar rijālihā /"
NNU,001700614,,"Jawlah fī al-Ahwār /"
NNU,001700615,,"al-Usus al-thawrīyah lil-qawmīyah al-ʻArabīyah /"
NNU,001700623,,"Isbānīyah mawṭin al-aḥlām /"
NNU,001700625,,"al-Maktabah al-ʻArabīyah al-Ṣiqillīyah :"
NNU,001700786,,"al-Iraq, al-arḍ wa-al-nās ="
NNU,001701280,,"al-Fann al-Islāmī fī Miṣr /"
NNU,001704183,,"Muʼtamar al-āthār fī al-bilād al-ʻArabiyah :"
NNU,001796972,,"Tārīkh al-tarbiyah bi-Tūnis /"
NNU,001820905,,"Kitāb al-tuḥfah al-sanīyah bi-asmāʼ al-bilād al-Miṣrīyah,"
NNU,001904909,,"Kitāb al-Iktifāʼ fī maghāzī al-Muṣṭafá wa-al-thalāthah al-Khulafāʼ /"
NNU,001907310,,"Tārīkh ḥukamāʼ al-Islām /"
NNU,001916816,,"al-Kashkūl."
NNU,001928562,,"Wathāʼiq tārīkhīyah ʻan Ḥalab /"
NNU,002050025,,"Inshāʼ al-ṣināʻāt al-ahlīyah wa-tanẓīm al-taslīf al-ṣināʻī:"
NNU,002058614,,"Baghdād :"
NNU,002059974,,"Tārīkh Baghdād li-Ibn al-Suwaydī, aw, Ḥadīqat al-zawrāʼ fī sīrat al-wuzarāʼ :"
NNU,002059975,,"Aḥwāl al-Baṣrah /"
NNU,002060910,,"ʻUnwān al-majd fī bayān aḥwāl Baghdād wa-al-Baṣrah wa-Njad."
NNU,002065406,,"Baghdādīyāt,"
NNU,002065436,,"Nahr al-dhahab fī tārīkh Ḥalab /"
NNU,002065478,,"al-Mawṣil fī al-ʻahd al-Atābakī,"
NNU,002177876,,"al-Dhahab al-masbūk fī dhikr man ḥajja min al-khulafā' wa-al-mulūk /"
NNU,002203944,,"Ṭabaqāt al-aṭibbāʼ wa-al-ḥukamāʼ /"
NNU,002234730,,"Biblical researches in Palestine and in the adjacent regions;"
NNU,002356445,,"Muʻjam al-muʼallifīn :"
NNU,002747039,,"Baghdād fī tārīkh al-khilāfah al-ʻAbbāsīyah,"
NNU,002752014,,"Maqtal ʻUthmān ibn ʻAffān ... :"
NNU,002766672,,"Tārīkh al-ʻIrāq fī al-ʻasr al-Saljūqī /"
NNU,002766763,,"al-Mukhtaṣar al-muḥtāj ilayhi min Tārīkh al-ḥāfiẓ Abī ʻAbd Allāh Muḥammad ibn Saʻīd ibn Muḥammad ibn al-Dubaythī"
NNU,002854068,,"Shifāʼ al-gharām bi-akhbār al-Balad al-Ḥarām /"
NNU,002933593,,"Marāṣid al-iṭṭilāʻ ʻalá asmāʼ al-amkinah wa-al-biqāʻ :"
NNU,002966465,,"Bitrūl al-Kuwayt,"
