3076365,columbia_aco000743
3076665,columbia_aco000612
3072709,columbia_aco000789
3171578,columbia_aco000780
3080550,columbia_aco000656
3178602,columbia_aco000782
3076286,columbia_aco000717
3076891,columbia_aco000611
3071470,columbia_aco000692
3089945,columbia_aco000773
3072666,columbia_aco000730
3058958,columbia_aco000631
3071379,columbia_aco000798
3076892,columbia_aco000746
3072211,columbia_aco000684
3072200,columbia_aco000779
3076362,columbia_aco000793
3121195,columbia_aco000669
3063579,columbia_aco000653
3076924,columbia_aco000609
3071729,columbia_aco000625
3071776,columbia_aco000630
3073214,columbia_aco000704
3076843,columbia_aco000610
3111281,columbia_aco000666
3368959,columbia_aco000642
3062705,columbia_aco000696
3076460,columbia_aco000761
3071508,columbia_aco000750
3072630,columbia_aco000797
3068225,columbia_aco000619
3071526,columbia_aco000799
3079781,columbia_aco000738
3072202,columbia_aco000713
3072732,columbia_aco000772
3071998,columbia_aco000711
3348210,columbia_aco000763
3128110,columbia_aco000603:v.1-2
3071493,columbia_aco000751
3274901,columbia_aco000709
3071738,columbia_aco000608
3121288,columbia_aco000794
3071737,columbia_aco000788
3076914,columbia_aco000776
3062897,columbia_aco000747
3073659,columbia_aco000636
3127403,columbia_aco000700
3076271,columbia_aco000774
4200748,columbia_aco000674
3076336,columbia_aco000722
3367915,columbia_aco000640
3076866,columbia_aco000688
3129077,columbia_aco000614
3072899,columbia_aco000673
3128970,columbia_aco000707
3059131,columbia_aco000648
3062677,columbia_aco000697
3073217,columbia_aco000705
3076584,columbia_aco000745
3068070,columbia_aco000731
3076838,columbia_aco000723
3121263,columbia_aco000638
3071238,columbia_aco000626
3071421,columbia_aco000672
3072245,columbia_aco000632
3076830,columbia_aco000762
3068457,columbia_aco000621
3068499,columbia_aco000732
3071451,columbia_aco000661
3072170,columbia_aco000720
3071731,columbia_aco000718
3073366,columbia_aco000765
3235526,columbia_aco000769
3071528,columbia_aco000802
3076441,columbia_aco000734
3076585,columbia_aco000784
3071466,columbia_aco000791
3183813,columbia_aco000628
4893618,columbia_aco000678
3071405,columbia_aco000670
3071427,columbia_aco000701
3071787,columbia_aco000721
3076663,columbia_aco000635
3368103,columbia_aco000613
3071066,columbia_aco000677
3076398,columbia_aco000685
3233504,columbia_aco000660
3068463,columbia_aco000641
3169740,columbia_aco000689
3268972,columbia_aco000778
3071473,columbia_aco000680
3170768,columbia_aco000675
3077001,columbia_aco000752
2961015,columbia_aco000754
3072781,columbia_aco000787
3130106,columbia_aco000657
3072214,columbia_aco000712
3121241,columbia_aco000736
3122511,columbia_aco000651
3058933,columbia_aco000790
3071174,columbia_aco000616
3071840,columbia_aco000715
3076942,columbia_aco000650
3063602,columbia_aco000605
3236318,columbia_aco000737
3058905,columbia_aco000664
3068054,columbia_aco000620
3076953,columbia_aco000618
3076391,columbia_aco000785
3082661,columbia_aco000629
3370392,columbia_aco000729
2960154,columbia_aco000753
3076544,columbia_aco000679
3121476,columbia_aco000719
3181512,columbia_aco000617
3076422,columbia_aco000623
3072153,columbia_aco000665
3177994,columbia_aco000622
2021982,columbia_aco000644
3080145,columbia_aco000733
4825244,columbia_aco000758
2958128,columbia_aco000759
3080118,columbia_aco000655
3121167,columbia_aco000783
3121503,columbia_aco000690
3071266,columbia_aco000728
3093088,columbia_aco000662
3076975,columbia_aco000766
3076190,columbia_aco000639
3058904,columbia_aco000658
3076570,columbia_aco000781
3076896,columbia_aco000777
3076400,columbia_aco000740
3068456,columbia_aco000649
3076904,columbia_aco000768
3071414,columbia_aco000671
3062926,columbia_aco000739
3076452,columbia_aco000775
3367850,columbia_aco000699
3121222,columbia_aco000735
3179235,columbia_aco000645
3233719,columbia_aco000633
3076937,columbia_aco000691
3082691,columbia_aco000694
3073765,columbia_aco000800
3076763,columbia_aco000764
3184056,columbia_aco000801
3058926,columbia_aco000724
3177496,columbia_aco000663
3073211,columbia_aco000693
3121285,columbia_aco000702
3367845,columbia_aco000695
3059240,columbia_aco000727
4267986,columbia_aco000708
2965265,columbia_aco000756
3367871,columbia_aco000770
3080909,columbia_aco000604
3076638,columbia_aco000646
3076936,columbia_aco000634
3071381,columbia_aco000647
3076461,columbia_aco000676
3072163,columbia_aco000703
2872187,columbia_aco000755
3238860,columbia_aco000726
3077414,columbia_aco000627
3076386,columbia_aco000744
3072712,columbia_aco000686
3121261,columbia_aco000714
3062724,columbia_aco000748
3275214,columbia_aco000710
3368132,columbia_aco000681
3076900,columbia_aco000725
3233695,columbia_aco000742
3072436,columbia_aco000683
3111292,columbia_aco000659
3059348,columbia_aco000652
3071480,columbia_aco000796
3080587,columbia_aco000654
3080223,columbia_aco000668
3179055,columbia_aco000760
3121256,columbia_aco000682
3348212,columbia_aco000687
3073179,columbia_aco000795
3121381,columbia_aco000786
3059342,columbia_aco000698
3239581,columbia_aco000643
3368106,columbia_aco000792
3073259,columbia_aco000757
3071407,columbia_aco000606
3071481,columbia_aco000741
3087638,columbia_aco000667
3068280,columbia_aco000624
3072793,columbia_aco000767
3076556,columbia_aco000749
3127280,columbia_aco000716
3274217,columbia_aco000706
3171403,columbia_aco000771
3063284,columbia_aco000615
3235645,columbia_aco000607
3071242,columbia_aco000637
