003/Inst,001/BSN,OCLC number(s),245a/Title
NjP,1012005,"33456350|176272656","al-Kawkab al-durrī fī aḥwāl al-Nabī wa-al-batūl wa-al-waṣī /"
NjP,1024071,"33960248","al-Usus al-manṭiqīyah lil-istiqrāʾ fī ḍawʾ dirāsat al-Duktūr Surūsh /"
NjP,1040931,"34437528","Kitāb Miṣbāḥ al-anẓār, aw, Miṣbāḥ al-akhbār :"
NjP,1072068,"35185624|176547515","Mukhtaṣar al-Shamāʼil al-Muḥammadīyah /"
NjP,1117977,"36463521","Sharḥ Manẓūmat Sabzawārī :"
NjP,1129697,"36736495|176623518","Kitāb Khayr al-bishr bi-khayr al-bashar, ṣallá Allāh ʻalayhi wa-sallam /"
NjP,1297478,"177016952|42893016","al-Bukhalāʼ ..."
NjP,1357001,"177208777|16991613","Naḥnu wa-al-ḥaḍārah al-gharbīyah."
NjP,1364757,"177231284|29701117","al-Manṭiq /"
NjP,149120,"23498175|175693294","Kitāb al-wāfī bi-al-wafayāt /"
NjP,1544632,"22190709|177180880|214985996|264658403","al-Ḥikmah al-khālidah :"
NjP,1558540,"177217310|25043814","Adab al-wazīr /"
NjP,1568508,"177245139|28765534","al-Ijābah li-īrād mā istadrakathu ʻĀʼishah ʻalá al-Ṣaḥābah."
NjP,1638437,"42882441|177553842","Kitāb al-siyāsah fī ʻilm al-firāsah ..."
NjP,1656703,"177671428|42899018","al-Najāh (fī al-ḥikmah al-manṭiqīyah wa-al-ṭabīʻȳah wa-al-ilāhīyah) ..."
NjP,1673823,"177791245|42942612","al-Islām fī Miṣr ...;"
NjP,1681815,"36938157","Ṣadr al-Dīn al-Shīrāzī mujaddid al-falsafah al-Islāmīyah /"
NjP,1684412,"40553826","al-Riyāḍ al-naḍirah fī manāqib al-ʻasharah /"
NjP,1699925,"8444789","al-Nāsikh wa-al-mansūkh,"
NjP,1705095,"43493102","al-Sharḥ al-munīf ʻalā al-urjūzah al-musammāh bi-al-Laʾālī al-muntaẓimah fī ʻilm al-manṭiq wa-al-mīzān."
NjP,1723946,"31193001","al-Mustashriqūn wa-al-Islām"
NjP,1728335,"23492118","Sharḥ-i Ghurar al-farāʼid maʻrūf bih-Sharḥ-i Manẓūmah-ʼi Ḥikmat, qismat-i umūr-i ʻāmmah va jawhar-i ʻarūz̤ /"
NjP,1738054,"41827270","Koran."
NjP,1755603,"42942619","Maḳāsid al-falāsifah."
NjP,1773557,"15104454","al-Waʻy al-Islāmī"
NjP,1775550,"233573679|42967690","al-ʻAbbās ibn Amīr al-Muʼminīn ʻAlī ibn Abī Ṭāblib."
NjP,1896077,"33109703|177381929","Nafsīyat al-rasūl al-ʻarabī /"
NjP,1899218,"6837692|177390238","Sih risālah /"
NjP,190664,"175394680|16129652|17381615","Riyāḍ al-ʻulamāʼ wa-ḥiyāḍ al-fuḍalāʼ /"
NjP,240479,"175800491|27112939","al-Kashkūl fī-mā jará ʻalá Āl al-Rasūl /"
NjP,240515,"78038190|175800781","Rasāʼil sabʻah /"
NjP,2406612,"11023768","Tartīb al-madārik wa-taqrīb al-masālik li-maʻrifat aʻlām madhab Mālik,"
NjP,241024,"221778998|175804944|12343766","Maqālāt al-Muʼtamar al-ʻĀlamī al-Awwal lil-Fikr al-Islāmī al-munʻaqid fī Ṭihrān, 22-24 Rabīʻ al-Awwal, 1403 H."
NjP,267370,"5257545|176025604","al-Aqwāl al-dhahabīyah /"
NjP,2700500,"84496314|178299936","Kitāb Shamāyil al-Nabī, ṣallá Allāh ʻalayhi wa-sallam /"
NjP,2701930,"81804737|178305535","Mirqāt al-ḥisāb fī ʻamal al-tawqīt bi-al-ansāb /"
NjP,2702633,"178307759|80936316|122868391","Majmūʻ al-mutūn fīmā yudhkaru asfaluhu fī al-funūn wa-sāyara mā ishtamala ʻalayhi min al-mutūn."
NjP,2730058,"177913289|5234862","Ādāb al-nafs /"
NjP,2733963,"177959350|6744006","Maʻa al-aʻlām :"
NjP,2752626,"17023560","Fī ẓilālʹ al-ḥurrīyah /"
NjP,2752766,"17235532|178189832","al-Ab Anistās Mārī al-Kirmilī,"
