003/Inst,001/BSN,OCLC number(s),245a/Title
NjP,1037447,"34368326|176353764","Nukhbat al-maqāl fī tamyīz al-asnād wa-al-rijāl :"
NjP,1111320,"36301789|176512928","Khiṭāb al-kalimah fī al-Qurʼān al-karīm :"
NjP,1150219,"37243135|176726746","Khatmat al-faqīh al-ʻallāmah al-mudarris al-Sayyid Muḥammad Lamufaḍḍal bin Laghimārī al-Ḥarīzī al-Manyārī qāḍī qabīlat al-Zayādīyah ʻalá Tuḥfat al-ḥukkām li-Abī ʻĀṣim."
NjP,1202444,"177050274|39831249","[Majmūʻah fī al-ṣarf]."
NjP,1297756,"177018060|33995398","Mughnī al-mutaʻallim ʻan al-muʻallim fī mabādī al-taṣrīf wa-al-naḥū /"
NjP,1347533,"33995588|177180937","Dalāʼil al-iʻjāz fī ʻilm al-maʻānī /"
NjP,1361096,"177220596|42823954","al-Ajurrūmīyah ..."
NjP,1481802,"19620289|176972190","Nuzhat al-alibbāʼ fī ṭabaqāt al-udabāʼ /"
NjP,1536387,"177156344|18484128|23486066","Dīwan,"
NjP,1560859,"22065766|177223845","Sharḥ al-Muʻallaqāt al-sabʻ /"
NjP,1636212,"177538369|7859355","Abniyat al-ṣarf fī kitāb Sībawayh."
NjP,1639493,"33924306|177561032","Asrār al-balāghah /"
NjP,1648026,"14927744|177617871","al-Mujtamaʻ al-ʻIrāqī fī shiʻr al-qarn al-rābiʻ lil-hijrah,"
NjP,1654392,"19475129|177656159","Tārīkh ʼal-lughāt ʼal-Sāmīyah /"
NjP,1666600,"8534533|177740113","Abū ʻUthmān al-Māzinī wa-madhāhibuhu fī al-Ṣarf wa-al-Naḥū"
NjP,1737353,"880634376|41629902","Qawāʻid al-lughah al-ʻarabīyah ..."
NjP,174763,"175901074|78644742","al-Mutawakkilī fīmā warada fī al-Qurʼān bi-al-lughah al-Ḥabashīyah wa-al-Fārisīyah wa-al-Hindīyah wa-al-Turkīyah wa-al-Zanjīyah wa-al-Nabaṭīyah wa-al-Suryānīyah wa-al-ʻIbrānīyah wa-al-Rūmīyah wa-al-Barbarīyah."
NjP,1777204,"42896259","Mukhtaṣar al-maʻānī ..."
NjP,180581,"175943598|19374726","Sharḥ ʻuqūd al-jumān fī ʻilm al-maʻānī wa-al-bayān /"
NjP,2400432,"7203623|177879306","[LʻAlfiiah /"
NjP,269978,"22319603|176039888","Takhmīs al-Uzrīyah, fī madḥ al-Nabī wa-al-waṣī wa-al-āl ṣalawāt Allāh ʻalayhim ajmaʻīn :"
NjP,2701950,"178305626|79717441","al-Sirāj al-mawḍūʻ ʻalá al-ʻalam al-marfūʻ /"
NjP,2727202,"4333712","L'arabe par l'image;"
NjP,2737675,"8001252","Anwār al-rabīʻ fī anwāʻ al-badīʻ,"
NjP,2741661,"178055333|10194564","al-Dirāsāt al-naḥwīyah wa-al-lughawīyah ʻinda al-Zamakhsharī /"
NjP,2742221,"10388101|178061212","Kitāb faṣl al-khiṭāb fī uṣūl lughat al-aʻrāb /"
NjP,2742584,"178064920|10550217","Fī al-adab al-ʻArabī al-ḥadīth :"
NjP,2745325,"12212362|178093402","Dawr al-adab fī maʻrakat al-taḥrīr wa-al-bināʼ :"
NjP,2752376,"178184507|16852785","al-Mutashābih,"
NjP,2752602,"17009029|178187584","al-Mufrad al-ʻalam fī rasm al-qalam."
NjP,2753059,"178193684|17532347","Adab al-Shīʻah ilá nihāyat al-qarn al-thānī al-Hijri,"
NjP,2754244,"18400406|178209132","al-Naḥw al-jāmiʻ :"
NjP,2754317,"18426393|178210085","al-Waṣf."
NjP,2754538,"18582312|178212890","al-Wāqīʻiyah fī al-adab,"
NjP,2754680,"178214852|18729226","Ḥubb wa-butūlah;"
NjP,2756501,"20384452|880635795","al-ʻUmdah :"
NjP,2758041,"223225383|21614836|178259608","Sharḥ tuḥfat al-khalīl fī al-ʻarūḍ wa-al-qāfiyah,"
NjP,2758645,"21954230","al-Qisṭās al-mustaqīm /"
NjP,2758768,"880636308|22065750","al-Rummānī al-naḥwī fī ḍawʼ sharḥihi li-Kitāb Sibawayh,"
NjP,2759098,"22262984|178273381","Dīwān Abī al-Ṭayyib al-Mutanabbī, bi-sharh Abī al-Fatḥ ʻUthmān ibn Jinnī, al-musammá bi-al-Fasr. ʻAniya bi-taḥqīqihi wa-al-taʻlīq ʻalayhi Ṣafāʹ Khulūṣī"
NjP,2759123,"22268314|178273699","Kitāb al-ishārah ilá al-ījāz fī baʻḍ anwạʻ al-majạz,"
NjP,2759561,"178279317|33109453|22467390","al-Naqd al-ʻArabī al-qadīm :"
NjP,2759769,"22592480|178282058","al-Niṣf al-awwal min kitāb al-Zahrah /"
NjP,2760144,"23118470","Fawḥ al-shadhdhā bi-masʾalat kadhā /"
NjP,2760239,"23266908","Aqrāb al-mawārid fī fuṣuḥ al-ʻArabīyah wa-al-shawārid /"
NjP,2762082,"23500765|178312195","Majālī al-ghurar :"
NjP,2762690,"23510190|178319698","Maqālāt naqdīyah ʻalá adabinā al-ʻaṣrī /"
NjP,2767843,"178389566|29566472","Naqḍ wa-taḥlīl ḥawla al-Munjid fī al-Aʻlām /"
NjP,2767869,"29610889|178390056","Kitāb al-jumānah fī sharḥ al-Khizānah /"
NjP,2767946,"178391455|29697296","Dirāsāt fannīyah fī al-adab al-ʻArabī /"
NjP,2768029,"23500032|29833928|178392943","Naqd wa-taʻrīf /"
NjP,2768306,"880636680|30314915","al-Ishtiqāq /"
NjP,2768672,"178404736|30928442","Dīwān al-Ḥārith ibn Ḥillizah /"
NjP,2768852,"178408017|31233151","Fī shiʻr al-nakbah,"
NjP,2768854,"178408044|31238858","al-Adab al-takāmulī"
