003/Inst,001/BSN,OCLC number(s),245a/Title
LeBAU,b12310438,"784181335","Hal yajūz lil-muslim an ya‘tabir al-masīḥī mushrikan aw kāfiran /"
LeBAU,b12315412,"784186428","al-Majma‘ al-‘Ilmī al-Lubnānī."
LeBAU,b1233246x,"784207012","Majmū‘at al-rasā’il al-kubrá /"
LeBAU,b12334467,"784209290","Ṣaḥīḥ sunan al-Muṣṭafā /"
LeBAU,b12334728,"784210316","Taysīr al-wuṣūl ilá jāmi‘ al-‘uṣūl min ḥadīth al-Raṣūl :"
LeBAU,b12334856,"784210336","Tanāquḍ al-‘ahdayn /"
LeBAU,b12335265,"784210402","Kashf al-khafāʼ wa-muzīl al-ilbās ʻammā ishtahara min al-aḥādīth ʻalá alsinat al-nās /"
LeBAU,b12338084,"784210733","Ḥikmat al-Islām fī muʻtaqadih wa-maqāṣidih wa-aḥkāmih /"
LeBAU,b12338576,"784211763","al-Adab al-mufrad /"
LeBAU,b12339477,"18347552","Kitāb al-bayān wa-al-taʻrīf fī asbāb wurūd al-ḥadīth al-sharīf /"
LeBAU,b1234008x,"784211962","al-Muslimūn wa-al-Qibṭ wa-al-mu’tamar al-Miṣrī :"
LeBAU,b12340169,"784211971","‘Ahd al-Rasūl al-‘Arabī :"
LeBAU,b12343390,"784216874","Hudá al-sārī muqaddimat Fatḥ al-Bārī /"
LeBAU,b12343407,"784216878","al-Maktabāt al-‘āmmah :"
LeBAU,b12344394,"784218275","Maqālah fī al-Islām /"
LeBAU,b12344412,"784218287","Kitāb miftāḥ al-tafāsīr wa-kashf al-Āyāt /"
LeBAU,b12344424,"784218291","al-Maʻānī al-ḥayyah fī al-Islām /"
LeBAU,b12344436,"784218292","ʻUlūm al-ḥadīth :"
LeBAU,b12344448,"784218296","ʻAwdat al-Islām /"
LeBAU,b12344503,"784218312","al-Islām dīn al-fuṭrah ;"
LeBAU,b12344540,"784218330","al-Dīn fī naẓar al-‘aql al-ṣaḥīḥ /"
LeBAU,b12344564,"784218335","Aṣdaq al-ittijāhāt al-fikrīyah fī al-Sharq al-ʻArabī /"
LeBAU,b12344709,"784218415","Maʻānī al-Qurʼān /"
LeBAU,b12346172,"784221869","Bi-mādhā yataqaddamu al-Muslimūn? :"
LeBAU,b12346184,"784221874","al-Islām dīn wa-dunyā /"
LeBAU,b12346251,"784221913","al-Islām dīn ʻāmir khālid :"
LeBAU,b12346263,"784221919","al-Madanīyah wa-al-Islām /"
LeBAU,b12346482,"784222045","al-Falsafah al-qūr’ānīyah :"
