003/Inst,001/BSN,OCLC number(s),245a/Title
UaCaAUL,b1139870x,"43529658","Mā hiya al-nahḍah? /"
UaCaAUL,b11400006,"23558293","al-Sharq wa al-gharb /"
UaCaAUL,b11400262,"122899397","Wathbat al-sharq :"
UaCaAUL,b11439075,"33109407","Tarājim aʻyān al-qarn al-thālith ʻashar wa-awāʼil al-rābiʻ ʻashar /"
UaCaAUL,b11439233,"67307617","Fī al-mirʼāh,"
UaCaAUL,b11479486,"26842828","Fatḥ al-Raḥmān li-ṭālib āyāt al-Qurʼān /"
UaCaAUL,b11564428,"122797481","Kitāb sirr al-rūḥ /"
UaCaAUL,b11628169,"31224839","Qiṣṣat al-iḍṭihād al-dīnī fī al-Masīḥīyah wa-al-Islām /"
UaCaAUL,b11839995,"122796887","al-Adab al-lāʼiq :"
UaCaAUL,b11886808,"30500835|122709684","al-Farq bayna al-firaq :"
UaCaAUL,b11929030,"957266059","Madhāhib al-tafsīr al-Islāmī /"
UaCaAUL,b11960486,"17515564|489439631","Shaṭaḥāt al-Ṣūfīyah /"
UaCaAUL,b12123262,"122787558","Kitāb al-Himmah fī ādāb atbāʻ al-aʼimmah /"
UaCaAUL,b1213384x,"23506179","al-Tadhkirah al-Taymūriyah :"
UaCaAUL,b1216107x,"20390601","Ayyūb :"
UaCaAUL,b12161627,"58480643","al-Islām wa-al-tajdīd fī Miṣr /"
UaCaAUL,b12194359,"50163489","Kitāb Fayṣal al-tafriqah bayna al-Islām wa-al-zandaqah :"
UaCaAUL,b12217372,"318938068","Miʻyār al-ʻilm fī fann al-manṭiq :"
UaCaAUL,b12224005,"43221781","al-daʻwah ilá al-iṣlāḥ /"
UaCaAUL,b12224029,"122741040","Maḥāsin al-Islām wa-sharāʼiʻ al-Islām /"
UaCaAUL,b12231447,"26243754|264946151","Kitāb al-Lumaʻ fī al-radd ʻalá ahl al-zaygh wa-al-bidaʻ /"
UaCaAUL,b12231459,"31263888|43796774","al-Salām fī al-Islām wa-buḥūth ukhrá /"
UaCaAUL,b12232002,"40976369","al-Ustādh al-Imām Muḥammad ʻAbduh /"
UaCaAUL,b12232701,"976032410","al-Islām al-muftará ʻalayh bayna al-shuyūʻīyīn wa-al-raʼsmālīyīn /"
