003/Inst,001/BSN,OCLC number(s),245a/Title
NIC,1009968,"25296085","al-Shāmil fī uṣūl al-dīn /"
NIC,1015395,"63215331","Kifāyat al-akhyār fī ḥall Ghāyat al-ikhtiṣār /"
NIC,1106471,"63602032","England and the Suez Canal 1854-1951 /"
NIC,114009,"63220617","Fruiting trees."
NIC,1189331,"7541887","The book of Al dakhîra,"
NIC,1649265,"31084397","al-Siyāsah al-sharʻiyah fī iṣlāḥ al-rāʻī wa-al-raʻīyah /"
NIC,1649311,"8962151","al-Ṣirāʻ ʻalá al-Khalīj al-ʻArabī."
NIC,1649369,"29061119","al-Rutab wa-al-alqāb al-Miṣrīyah."
NIC,1651147,"64016904","Mabādiʾ thawrat 14 Tammūz fī khuṭab ʻAbd al-Karīm Qāsim."
NIC,1651166,"64016906","al-Asāṭīr fī Bilād Mā Bayna al-Nahrayn /"
NIC,1651539,"64016934","Dhikrá al-ʻallāmah al-jalīl al-shaykh Muṣṭafá Najā Muftī Bayrūt al-akbar baʻd ʻām :"
NIC,1651546,"23488417","al-Imbarāṭūriyah al-Bīzanṭīyah wa-al-dawlah al-Islāmīyah /"
NIC,1651551,"64016936","al-Ḥarakāt fī Lubnān ilá ʻahd al-mutaṣarrifīyah :"
NIC,1651809,"23515767","Kitāb al-Jirāb al-jāmiʻ li-ishtāt al-ʻulūm wa-al-ādāb /"
NIC,1651947,"23500434","Muqaddimah fī al-iqṭāʻ wa-niẓām al-arāḍī fī al-ʻIrāq /"
NIC,1654432,"7872521","al-Maṣāyid wa-al-Maṭārid /"
NIC,1655977,"37924414","Kitāb ʻunwān al-majd :"
NIC,1669574,"63978134","Sāmarrāʾ."
NIC,1670066,"21915964","al-Sayyid Aḥmad al-Rifāʻī, qaddasa Allāh sirrah :"
NIC,1670469,"23511756","Aqsām ḍāʾiʻah min kitāb Tuḥfat al-umarāʾ fī tarīkh al-wuzarāʾ /"
NIC,1670505,"23493775","al-Bukhalāʾ /"
NIC,1670935,"18969205","al-Dhahab al-masbūk fī dhikr man ḥajja min al-khulafāʾ wa-al-mulūk /"
NIC,1676331,"47115629","Khīyāv, yā Mishgīn shahr,"
NIC,1677313,"12571991","Kitāb al-amkinah wa-al-miyāh wa-al-jibāl /"
NIC,1680621,"63979399","Mulakhkhaṣ kitāb al-dirāsāt fī dawrat al-kilyah al-damawīyah /"
NIC,1681413,"23510529","al-Sirāj al-wahhāj /"
