003/Inst,001/BSN,OCLC number(s),245a/Title
LeBAU,b13181981,"784539440","Fī ‘ālam al-falsafah /"
LeBAU,b13284770,"784545907","Kitāb al-tawbah /"
LeBAU,b12591002,"784421019","Naẓarāt wa-taʼammulāt :"
LeBAU,b12457711,"784325527","Uṣūl al-muḥākamāt al-ḥuqūqīyah /"
LeBAU,b12439940,"784317888","al-Dustūr al-Sūrī."
LeBAU,b12503952,"784363540","al-Kitāb al-sanawī li-Kullīyat al-Handasah al-‘Irāqīyah, 1945-1946 /"
LeBAU,b12727672,"784486855","Dimashq fī al-ʻAṣr al-Ayyūbī /"
LeBAU,b12784631,"784513199","Kitāb khidmat al-insānīyah li-naf‘ al-khalīqah wa-tanbīh al-ṭawā’if al-Masīḥīyah :"
LeBAU,b12775733,"784510822","Kitāb al-Kullīyāt /"
LeBAU,b12381354,"78513979","Baṭal al-abṭāl, aw, Abraz ṣifāt al-Nabī Muḥammad ṣallā Allāh ‘alayhi wa-sallam /"
LeBAU,b12477023,"60506111","al-‘Arabīyah :"
LeBAU,b12730762,"784489190","Wulāt Dimashq fī al-ʻahd al-Saljūqī :"
LeBAU,b12363042,"784262501","Hayākil al-nūr /"
LeBAU,b12771247,"784509881","Kitāb murshid al-ṭālibīn ilá al-Kitāb al-Muqaddas al-thamīn /"
LeBAU,b12726874,"784486312","Ḥawla al-Ḥarakah al-ʻArabīyah al-Ḥadīthah :"
LeBAU,b12778850,"784511159","Majmū‘at alfāẓ wa-muṣṭalaḥāt ṭibbīyah bi-al-lughah al-‘Arabīyah al-‘āmmīyah li-Sūriyā wa-Filasṭīn /"
LeBAU,b12762118,"784506005","Kitāb al-Lu’lu’ al-manthūr fī tārīkh al-‘ulūm wa-al-ādāb al-Suryānīyah /"
LeBAU,b12360533,"784257437","Ikhwān al-Ṣafāʼ :"
LeBAU,b12832066,"784520441","Kitāb al-Risālah al-burhānīyah fī tabrīr al-dīyānah al-Naṣrānīyah /"
LeBAU,b12702377,"784469402","ʻIbrat Filasṭīn /"
LeBAU,b12832091,"784520454","Yūbīl Lisān al-ḥāl al-dhahabī, 1877-1927."
LeBAU,b12543056,"784398266","Dīwān Fayyāḍ."
LeBAU,b12496522,"784359425","Ṣiḥḥat al-fam wa-al-asnān /"
LeBAU,b12481683,"784339538","al-Ṭurfah fī makhṭūṭā‎t Dayr al-Shurfah /"
LeBAU,b12588805,"784419280","Bashshār ibn Burd :"
LeBAU,b12702286,"784469365","Ḥawrān al-Dāmiyah /"
LeBAU,b12728135,"784487175","Lubnān fī ʻahd al-Raʼīs Shamʻūn /"
LeBAU,b13284241,"784545901","al-Ḥadīth al-mufīd ma‘a al-ustadh al-jadīd /"
LeBAU,b12770516,"784509804","Risālat al-Wāridāt fi naẓariyat al-mutakallimīn wa al-Ṣūfīyah wa fi al-falsafah al-Ilāhīyah ;"
LeBAU,b12764255,"784507057","Umarā’ al-shi‘r al-‘Arabī fī al-‘Aṣr al-‘Abbāsī :"
LeBAU,b1283242x,"79787063","Tārīkh al-risālah al-mārūnīyah fī al-quṭr al-Miṣrī, 1745-1927 /"
LeBAU,b12701154,"784469035","Iʻlām al-nubalāʼ bi-tārīkh Ḥalab al-shahbāʼ /"
LeBAU,b12760456,"784505612","al-Dustūr al-Lubnāni ma‘a ta‘dīlātihi li-ghāyat 21 K2 sanat 1947."
LeBAU,b12764516,"784507123","Riwāyat ‘ibrat al-adhhān fī ghawā’il bint al-ḥān /"
LeBAU,b12513015,"784366562","Kitāb al-ādāb /"
LeBAU,b12774625,"784510228","Darajāt al-ḥisāb al-ḥadīth lil-madāris al-ibtidā’īyah :"
LeBAU,b12442100,"784319884","Naṣṣ al-Muʻāhadah al-Lubnānīyah al-Faransīyah."
LeBAU,b12776105,"784510859","Ma‘raḍ al-fannānīn al-Lubnānīyīn bi-munāsabat in‘iqād Mu’tamar al-Ūnīskū al-thālith fī madīnat Bayrūt, 1948 =  Exposition des artistes Libanais a l'occasion du mois de l'Unesco."
LeBAU,b12784709,"801202748","Kitāb al-Durar al-nafīsah fī mukhtaṣar tārīkh al-kanīsah /"
LeBAU,b12495967,"784358371","Kitāb al-‘ashr maqālāt fī al-‘ayn al-mansūb li-Ḥunayn ibn Isḥāq (194-264 H.) :"
LeBAU,b1277814x,"784511079","al-Mawsūʻāh al-ʻArabīyah :"
LeBAU,b12485305,"784341691","Uṣūl ʻilm al-falak al-ḥadīth /"
LeBAU,b12838445,"784521267","al-Muʼtamar al-Nisāʼī fi Bayrūt sanat 1928 :"
LeBAU,b12527592,"784385525","Dhakhāʼir al-maḥfūẓāt :"
LeBAU,b12571982,"784409829","Waḥy al-Rāfidayn /"
LeBAU,b1254369x,"784399102","al-Mawākib :"
LeBAU,b12700873,"784468456","Aḥwāl al-ʻIrāq al-ijtimāʻīyah wa-al-iqtiṣādīyah /"
