003/Inst,001/BSN,OCLC number(s),245a/Title
LeBAU,b19208200,,"al-Ḥisāb al-ḥadīth /"
LeBAU,b17623285,,"Fayḍ al-Ilāh al-Mālik fī ḥall alfāẓ ʻUmdat al-sālik wa-ʻuddat al-nāsik /"
LeBAU,b17623662,,"Tārīkh al-falsafah al-Yūnānīyah /"
LeBAU,b19168536,,"Taṣāmīm wa-barāmij :"
LeBAU,b17933031,,"Ūrubbā wa-al-Islām /"
LeBAU,b17609331,,"al-Kalimāt :"
LeBAU,b17929908,,"al-Aḥkām al-Nabawīyah fī al-ṣinā‘ah al-ṭibbīyah /"
LeBAU,b19168585,,"Taqwīm Lubnān :"
LeBAU,b1758890x,,"al-Niẓām al-dākhilī li-Majlis Jāmi‘at al-Duwal al-‘Arabīyah /"
LeBAU,b1759070x,,"Īlīyā Abū Māḍī wa-al-ḥarakah al-adabīyah fī al-mahjar /"
LeBAU,b17696264,,"al-Nubūgh /"
LeBAU,b17609756,,"al-ʻIqd al-farīd /"
LeBAU,b17609847,,"al-Ṭibb al-shar‘ī al-‘amalī /"
LeBAU,b17611994,,"al-Abṭāl /"
LeBAU,b17515750,,"Kitāb Shams al-maʻārif al-kubrá wa-laṭāʼif al-ʻawārif /"
LeBAU,b17916616,,"al-Ghazālī :"
LeBAU,b17609525,,"Fī suway‘āt al-farāgh :"
LeBAU,b19208212,,"al-Ḥisāb al-ḥadīth /"
LeBAU,b1793106x,,"al-Ḥabl al-matīn ‘alá naẓam al-Murshid al-Mu‘īn ‘alá al-ḍarūrī min ‘ulūm al-dīn fī madhhab al-Imām Mālik raḍiya Allāh ‘anhu /"
LeBAU,b17611258,,"Manāhil al-ashwāq fī al-‘aql wa-la-‘ilm wa-makārim al-akhlāq /"
LeBAU,b17923360,,"ʼIqlīd al-Khizāna, or, Index of titles of works referred to or Quoted by Abd-al-Qádir al-Baghdādí in his Khizānat al-adab /"
LeBAU,b17623704,,"Maṣābīḥ al-Faqīh /"
LeBAU,b17931113,,"al-Shi‘r al-Jāhilī :"
