003/Inst,001/BSN,OCLC number(s),245a/Title
NNU,001677096,"34654417","Samīr al-ṭālibīn fī rasm wa-ḍabṭ al-kitāb al-mubīn /"
NNU,001677171,"18043087","Qawāʻid al-ḥadīth,"
NNU,001677199,"28797310","ʻUlūm al ḥadīth, wa-muṣṭalaḥuhu :"
NNU,001677238,"34711893","[Naẓarāt fi kitāb Ishtirākīyat al-islām"
NNU,001677312,"21475013","Bayna al-taṣawwuf wa-al-ḥayāh"
NNU,001677423,"18357161","al-Muqniʻ fī fiqh Imām al-Sunnah Aḥmad ibn Ḥanbal al- Shaybānī,"
NNU,001677978,"20592468","Tārīkh al-Imāmīyah wa-aslāfihim min al-Shīʻah"
NNU,001678024,"7743912","al-Alfayn fī imāmat Amīr al-Muʼminīn ʻAlī ibn Abī Ṭalib,"
NNU,001682322,"21126935","Faḍāʼil al-khamsah min al-ṣiḥāḥ al-sittah :"
NNU,001682341,"12331823","Rijāl al-Kashshī /"
NNU,001682357,"10409760","al-Mukhtaṣar al-nāfiʻ fī fiqh al-Imāmīyah,"
NNU,001682433,"17065166","Kifāyat al-ṭālib fī manāqib ʻAlī ibn Abī Ṭālib wa-yalīhi al-bayān fī akhbār ṣāḥib al-zamān."
NNU,001700779,"9038682","Iʻlām al-warā bi-aʻlām al-hudā,"
