003/Inst,001/BSN,OCLC number(s),245a/Title
NNC,1055324,"502564692","al-Musnad /"
NNC,1240454,"13900229","Kitāb al-rawḍah al-bahīyah fī faḍāʾil Dimashq al-maḥmīyah /"
NNC,1426877,"25817547","Kitāb al-qiṣāṣ lil-fuqahāʾ wa-al-khawāṣṣ /"
NNC,144801,"78593199","Kamāl al-dīn wa-tamām al-niʻmah /"
NNC,1633202,"23506041","al-Aḥzāb al-siyāsīyah /"
NNC,1759433,"36263780","Baḥth al-ʻādāt al-dirāsīyah ʻinda ṭalabat Jāmiʻat Baghdād."
NNC,1861170,"17029082","Sirr ʻAẓamat Saʻd, aw, Falsafat al-buṭūlah :"
NNC,2043056,"21506318","Mushkilat al-mujtamaʻ al-ʻArabī al-muʻāṣir,"
NNC,2468313,"24283089","Iqtiṣadiyāt al-iṣlāḥ al-zirāʻī /"
NNC,2508797,"14228328","al-Ḍamān al-ijtimāʻī wa-qānūn al-ḍamān al-ijtimāʻī al-ʻIrāqī al-munaffadh iʻtibāran min 1/4/1966"
NNC,2520721,"43949890","Natāʾij al-iḥṣāʻ al-ṣināʻī lil-muʻassasāt al-ṣināʻīyah al-ṣaghīrah li-shahr Ḥazīrān 1969."
NNC,2520725,"45012616","Iqtiṣādīyāt al-tumūr al-ʻIrāqīyah /"
NNC,2532929,"27981832","Dirāsāt fī al-tārīkh al-Lūbī :"
NNC,2537464,"22972168","Mufarrij al-kurūb fī akhbār Banī Ayyūb /"
NNC,2537551,"64025226","Kitāb al-Jawāhir al-ḥisān fī tārīkh al-Ḥubshān,"
NNC,2598232,"25483339","Fihris mawḍūʻī bi-al-maṭbūʻāt al-ḥukūmīyah"
NNC,2614475,"23520676","Rā'id al-mūsīqá al-'Arabīyah."
NNC,2628574,"26641640","Kitāb ikhbār al-ʻulamāʾ bi-akhbār al-ḥukamāʾ /"
NNC,2662928,"11889533","Kitāb al-Īḍāḥ al-mubīn sharḥ Farāʾiḍ al-dīn /"
NNC,2664370,"45005040","Mudhakkirāt fī minhāj al-ijrāʾāt wa-al-tamrīnāt al-qaḍāʾīyah wa-al-qaḍāyā dhāt al-mabādiʾ [li] l-firqah al-thānīyah [min] Qism Ijāzat al-Qaḍāʾ al-Sharʻī [bi-]Kullīyat al-Sharīʻah al-Islāmīyah,"
NNC,2664757,"122817749","al-Madkhal li-dirāsat al-sharīʻah al-Islāmīyah /"
NNC,2665533,"45011371","Mūjiz aḥkām al-mīrāth fī al-fiqh al-Islāmī wa-al-qānūn al-ʻIrāqī, maʻa amthilah taṭbīqīyah wāfīyah."
NNC,2670934,"20240363","al-Ifṣāḥ ʻan maʻānī al-ṣiḥāḥ,"
NNC,2670997,"33995181","al-Dīyah wa-aḥkāmuhā fī al-sharīʻah al-Islāmīyah wa-al-qānun :"
NNC,2671079,"7809829","al-Tarikah wa-mā yataʻallaqu bi-hā min al-huqūq /"
NNC,2671083,"28277876","Mabādiʾ al-wuṣūl ilá ʻilm al-uṣūl /"
NNC,2682613,"62426556","Pākistān dawlah sataʻīsh."
NNC,2683270,"45073434","al-Qāhirah :"
NNC,2685999,"45085643","Mudhakkirāt fī al-siyāsah al-Misrīyah."
NNC,2686040,"45085831","Qānūn bi-aḥkām al-waqf al-ṣādir bi-al-Qānūn raqm 48 lisanat 1946,"
NNC,2697648,"41203560|78075240","al-Wathāʼiq wa-al-nuṣūṣ al-mukhtaṣṣah bi-al-ʻalaqāt al-iqtiṣādīyah wa-al-mālīyah bayna Sūriyā wa-Lubnān, Tishrīn al-awwal sanat 1943-14 Ādhār sanat 1950."
NNC,2699200,"505743192","al-Muʻāhadāt al-Dawlīyah al-Sūrīyah al-Thunāʾīyah min ʻĀm 1923 li-ʻĀm 1955."
NNC,2749449,"21731674","Tārīkh al-taʻlīm fī al-ʻIrāq fī al-ʻahd al-ʻUthmānī, 1638M - 1917M /"
NNC,2750199,"49006533","Bayān ishtirākī ʻArabī li-jamīʻ al-fiʾāt al-ʻāmilah fī al-qiṭāʻayn al-khāṣṣ wa-al-ʻāmm ʻalá ḍawʾ ahdāfinā al-kubrá fī al-waḥdah wa-al-ḥurrīyah wa-al-ishtirākīyah /"
