003/Inst,001/BSN,OCLC number(s),245a/Title
NNU,001467742,"122713659","Ḥalab, al-jānib al-lughawī min al-kamilah /"
NNU,001496927,"22091898","Khulāṣat al-Dhahab al-masbūk mukhtaṣar min Siyar al-mulūk /"
NNU,001567435,"862566028","Tārīkh thaghr ʻAdan /"
NNU,001676385,"43221830","Anā ʻāʼid min Mūskū /"
NNU,001676410,"23486702","al-Maḥfūẓāt al-Malakīyah /"
NNU,001676423,"23518011","al-Thawrah al-ʻArabīyah al-kubrá fī Filasṭīn, 1936-1939 /"
NNU,001676478,"23512735","al-Muʼahadat al-dawliyah al-Suriyah al-thunaʼiyah min ʼam 1923 li-ʼam 1955 /"
NNU,001676492,"476962245","al-Tāj fī akhlāq al-mulūk lil-Jāḥiẓ /"
NNU,001676868,"318942306","Tārīkh Dāriyā /"
NNU,001676995,"11394347","Rasāʼil Shumūnī :"
NNU,001676997,"17668667|20547542","Hutāf al-majd /"
NNU,001677003,"79750770","ʻAlá al-ṭarīq :"
NNU,001677004,"225193250|17668608","Fikr wa-mabāḥith /"
NNU,001677048,"29834525","Majmūʻat al-yawāqīt al-ʻaṣrīyah :"
NNU,001677506,"669902615|13079051|187382924","al-ʻUmlah al-Islāmīyah fī al-ʻahd al-Atābakī /"
NNU,001677512,"16581496","Jamharat ansāb al-ʻArab /"
NNU,001677516,"16616218","Mukhtalaf al-qabāʼil wa-muʼtalafihā /"
NNU,001677525,"23514450","ʻUthmān al-Māwṣilī, al-mūsīqār al-shāʻir al-mutaṣawwif /"
NNU,001677533,"23518514","Aḥmad Amīn /"
NNU,001677549,"84077671","Kitāb Qaṭf al-zuhūr fī tārīkh al-duhūr /"
NNU,001677586,"8799903","Tārīkh al-usṭūl al-ʻArabī :"
NNU,001677612,"222693409|23492186","al-Aʻlām al-ʻArabīyah /"
NNU,001677614,"23523141","Sikkat ḥadīd Baghdād:"
NNU,001677619,"33825063","al-Tanbīh wa-al-ishrāf /"
NNU,001677621,"23498904","Muḥammad Kurd ʻAlī /"
NNU,001677781,"220016356|21241108","al-Rūm fī siyāsatihim wa-ḥaḍāratihim wa-dīnihim wa-thaqāfatihim wa-ṣalātihim bi-al-ʻArab /"
NNU,001677790,"8556953","Akhbār majmūʻah fī fatḥ al-Andalus,"
NNU,001677794,"122813153","Tārīkh al-ʻArab fī Isbānyā :"
NNU,001677812,"22578430","Turkīyā al-ḥadīthah :"
NNU,001677938,"23512709","Qaḍīyat al-Iskandarūnah /"
NNU,001677939,"13453675","al-Jibāl wa-al-amkinah wa-al-miyāh /"
NNU,001678189,"892546162","Muʻjam rijāl al-fikr wa-al-adab fī al-Najaf :"
NNU,001678192,"13885851","ʻAyn al-Tamr :"
NNU,001678193,"708717956","al-ʻĀdāt wa-al-akhlāq al-Lubnānīyah /"
NNU,001678198,"44179999","Kitāb Dhakhāʼir Lubnān/"
NNU,001678201,"43239122","Lubnān al-ṭāʼifī /"
NNU,001678202,"9345074|40819740","Lubnān fī ʻahd al-istiqlāl :"
NNU,001678211,"23517177","Marāhil al-istiqlāl :"
NNU,001678245,"30147200","Jabal al-Durūz :"
NNU,001678247,"23514115","al-Durr al-manthūr /"
NNU,001678250,"30147113","Fatḥ al-ʻArab lil-Shām :"
NNU,001678251,"33932460","Taqwīyat al-Imān Burd Tazkīyat Ibn Abī Sufyān : wa-yalīh Faṣl al-ḥākim fī al-nizāʻ wa al-takhāṣim fīmā bayna Banī Umayyah wa-Banī Hāshim /"
NNU,001678260,"23486717","Usāmah ibn Munqidh baṭal al-ḥurūb al-Ṣalībīyah /"
NNU,001678261,"13001510|23517630","Tārīkh al-thawrāt al-Sūrīyah fī ʻahd al-intidāb al-Faransī /"
NNU,001678262,"24839621","Yawm Maysalūn :"
NNU,001678268,"22350588","Qiṣṣat al-jalāʼ ʻan Sūrīyah."
NNU,001678273,"19050309","Fāris al-Khūrī :"
NNU,001678275,"122765314","al-Mujtamaʻ al-Shāmī /"
NNU,001678280,"23486284","Ḥulūl al-taʻab wa-al-ālām bi-wuṣūl Abī al-Dhahab ila ́Dimashq al-Sham /"
NNU,001678283,"22769209","al-Fann al-Tadmurī"
NNU,001678394,"22694033","al-Qarn al-ʻishrūn :"
NNU,001678395,"78468425","Rasāʼil Saʻdīyah /"
NNU,001678403,"43746627","Al-ummah al-ʻArabīyah :"
NNU,001678406,"22249767","al-Ummah al-ʻArabīyah fī maʻrakat taḥqīq al-dhāt /"
NNU,001678407,"15974201","al-Sharq al-Islāmī qubayla al-ghazw al-Mughūlī /"
NNU,001678414,"15858757","Ṣuwar min al-tārīkh al-ʻArabī /"
NNU,001678422,"31475402","al-ʻArab wa-al-ḥaḍārah al-ḥadīthah /"
NNU,001678478,"857364519","Buṭlān al-usus allatī uqīma ʻalayhā wujūd Isrāʼīl ʻalá al-arḍ al-ʻArabīyah wa-salāmat al-mawqif al-ʻArabī min al-qaḍīyah al-Filasṭīnīyah."
NNU,001678514,"123312187","Maʼsāt Filasṭīn :"
NNU,001678533,"9336407|250061528","Khasirnāhā Maʻrakah fal-Narbaḥuhā Ḥarban,"
NNU,001678555,"23483230","Nashʼāt al-dawlah al-Islāmīyah :"
NNU,001678562,"85047739","Fī quṣūr al-khulafāʼ al-ʻAbbāsīyīn :"
NNU,001678564,"13213011","Muntakhabāt min al-juzʼ al-thālith min Tārīkh al-umam wa-al-mulūk /"
NNU,001678574,"40494593","Kifāyat al-ṭālib fī manāqib Amīr al-Muʼminīn ʻAlī ibn Abī Ṭālib /"
NNU,001678575,"476973781","al-Imām ʻAlī rajul al-Islām al-mukhallad /"
