003/Inst,001/BSN,OCLC number(s),245a/Title
NNU,000907783,"862560055","Ḥurūb al-Islām wa-al-Imbarāṭūrīyah al-Rūmānīyah \"
NNU,001236918,"37961794","Risālat al-Kindī fī al-luḥūn wa-al-nagham :"
NNU,001356825,"122823226","Taqrīr ʻan āthār bilād al-Nawbah al-muḥaddadah bi-al-gharq li-munāsabat mashrūʻ al-Sadd al-ʻĀlī."
NNU,001379353,"265439424","Bayrūt wa-Lubnān mundhu qarn wa-niṣf al-qarn /"
NNU,001506515,"23893405","Muʻjam al-ansāb wa-al-usarāt al-hākimah fī al-tāʼrīkh al-Islāmī /"
NNU,001627201,"23510457","Baghdād, madīnat al-Manṣūr al-mudawwarah /"
NNU,001627210,"122874004","Mushkilat al-Mawṣil :"
NNU,001627211,"862566271","Baghdād, tārīkhuhā wa-āthāruhā /"
NNU,001628344,"16666029|18402588|39497791","al-Badw wa-al-qabāʼil al-raḥḥālah fī al-ʻIrāq /"
NNU,001673573,"557427707","Mashrūʻ khiṭṭat al-tanmiyah al-iqtiṣādīyah wa-al-ijtimāʻīyah lil-sanawāt al-khams 1960,1961-1964,1965."
NNU,001674721,"54361273","Tārīkh al-imārah al-Afrāsīyābīyah : aw ḥalqah mafqūdah mion taʼrīkh al-Baṣrah /"
NNU,001674747,"55482507","Ṣafḥah min tārīkh al-ʻIrāq̣ al-ḥadīth min sanat 1914 ilá sanat 1926 :"
NNU,001676398,"43746018","Qawāfil al-ʻUrūbah wa-mawakibuhā khilāl al-ʻuṣūr /"
NNU,001676404,"22211633|34482286","Kitāb tajārib al-umam /"
NNU,001676470,"80522115","Mashrūʻāt al-taʻmīr wa-al-inshāʼ fī al-bilād al-ʻArabīyah :"
NNU,001676869,"31008162","al-Qalāʼid al-jawharīyah fī tārīkh al-Ṣālihīyah,"
NNU,001677807,"30352834|62370970","Azmat al-fikr al-ʻArabī /"
NNU,001677824,"63665940","Munādamat al-ḥurūb :"
NNU,001677870,"18544925","Fī sabīl Allāh wa-al-ḥaqq /"
NNU,001678033,"43219967","Al-waṭan al-ʻArabī :"
NNU,001678038,"29051799","Mulūk al-Muslimīn al-muʻāṣirūn wa-duwaluhum :"
NNU,001678046,"81092452","Mulūk al-ʻArab :"
NNU,001678069,"83100721","Nuẓum al-ḥarb fī al-Islām /"
NNU,001678082,"15811859","Ḥawla al-ḥarakah al-ʻArabīyah al-ḥadīthah :"
NNU,001678090,"229920317","Qaḍīyat al-ʻArab /"
NNU,001678117,"22590727","Naẓarīyat al-iʻlām wa-qaḍīyat Filasṭīn /"
NNU,001678135,"19335727","al-Ummah wa-al-ʻawāmil al-mukawwinah lahā /"
NNU,001678148,"23513044|123268913","al-Ḥudūd al-ʻIrāqīyah--al-Īrāniīyah :"
NNU,001678151,"23515235|14917133","al-ʻIrāq fī ʻahd al-Mughūl al-Ilkhānīyīn 656-736 H, 1258-1335 M :"
NNU,001678153,"14927796","al-ʻIrāq fī al-ʻaṣr al-Umawī :"
NNU,001678156,"123268933|23513311","al-Ḥayāt al-siyāsīyah wa-nuẓum al-ḥukm fī al-ʻIrāq :"
NNU,001678163,"841365992|29896527","al-ʻIrāq al-jadīd /"
NNU,001678164,"23513525|13208386","al-Thawrah al-ʻIrāqīyah al-kubrá sanat 1920 /"
NNU,001678168,"41100458","Fayṣal ibn al-Ḥusayn min al-mahd ilá al-laḥd :"
NNU,001678184,"23513338|852828718","Ḥayāt Iqbāl al-Sharābī /"
NNU,001678187,"264868170","ʼAl-Baṣrah fī ʼadwārihā ʼal-tārīkhīyah /"
NNU,001678188,"9007275|16625699|23498360","al-Baṣrah fī al-fatrah al-muẓlimah /"
NNU,001678190,"21916100","Tārīkh al-Ḥillah /"
NNU,001678421,"40970174","Taʼrīkh al-ʻArab fī al-Islām, al-sīrah al-Nabawīyah /"
NNU,001678568,"66268533","al-Ḥasanīyūn fī al-tārīkh /"
NNU,001678623,"4756273","Tuḥfat al-aʻyān bi-sīrat ahl ʻUmān /"
NNU,001678764,"222204591","Sīrat Muṣṭafá Kāmil fī arbaʻah wa thalāthīn rabīʻ /"
NNU,001678830,"6588458","Athār al-zaʻı̄m Saʻd Zaghlūl :"
NNU,001678957,"28060690","Kitāb al-Sūdān bayna yaday Ghurdūn wa-Kitshinir /"
NNU,001679051,"249821962","Muḥāḍarāt fī tārīkh al-ʻArab /"
