003/Inst,001/BSN,OCLC number(s),245a/Title
NNC,105878,"502575364","Majmaʻ al-baḥrayn /"
NNC,114091,"26957581","Mustamsik al-ʻUrwah al-wuthqá /"
NNC,1204541,"23990333","al-Bayān wa-al-tabyīn."
NNC,1446553,"24808604","Dīwān al-ʻishq :"
NNC,197083,"213807772","Kitāb tafsīr Nūr al-thaqalayn /"
NNC,2022059,"20491770","Jamharat al-amthāl al-Baghdādīyah,"
NNC,219213,"23515515","ʻĀbirū al-sabīl /"
NNC,235884,"27274391","Aḍwāʾ al-nujūm min ashʻār al-Buqūm /"
NNC,2531785,"22262824","Kitāb al-istiqṣā li-akhbār duwal al-Maghrib al-Aqṣá /"
NNC,2579642,"23486638","Marājiʻ tarājim al-udabāʾ al-ʻArab"
NNC,2627456,"9882987","Ṣiwān al-ḥikmah wa-thalāth rasā'il /"
NNC,2677561,"45062549","Fī shaʾn Allāh; aw, Taʾrīkh al-Sūdān kamā yarwīhi ahluhū."
NNC,2677981,"22755280","Risālah lughawīyah ʻan al-rutab wa-al-alqāb al-Miṣrīyah li-rijāl al-jaysh wa-al-hayʾāt al-ʻilmīyah wa-al-qalamīyah mundhu ʻahd Amīr al-Muʾminin ʻUmar al-Fārūq /"
NNC,2678045,"26506592","Miṣr wa-al-Sūdān fī āw̄aʾil ʻahd al-iḥtilāl :"
NNC,2678046,"45063700","Mudhakkirātī, 1889-1952."
NNC,2678047,"31284117","Muṣṭafá Kāmil bāʻith al-ḥarakah al-waṭanīyah :"
NNC,2678049,"23492841","Thawrat sanat 1919 :"
NNC,2679493,"45066908","al-Ṣaḥāfah wa al-adab fī miʾ at yawm"
NNC,2679506,"45066923","al-Adāt al-ḥukūmiyah,"
NNC,2684741,"45079469","Aḥkām al-waqf ʻalā mā ʻalaihi al-ʻamal al-ān bi-al-mah̄ākim al-Mis̄rīyah min madhhab al-Ḥanafīyah waqānūn al-waqf al-jadīd,"
NNC,2684759,"37946200","Mustaqbal al-thaqāfah fī Miṣr"
NNC,2760779,"45348538","Tadhkār al-Ḥijāz;"
NNC,2774612,"23497006","Qanāt al-Sūways wa-mushkilātihā al-muʻāṣirah /"
NNC,2826659,"9420145","Aṭṭārnāmah,"
NNC,2979307,"23491444","Majmūʻ al-adab fī funūn al-ʻarab"
NNC,2979335,"46239561","Kitāb Ithāf fuḍalāʾ al-bashar fī al-qirāʾāt al-arbaʻat ʻashar /"
NNC,2979480,"46239747","Maghnam al-sibyān fī tajwīd al-Furqān /"
NNC,2979504,"20384452","al-ʻUmdah,"
NNC,2979536,"23482857","Naqd al-shiʻr al-Jāhilī."
NNC,2979537,"33107910","al-Bulghah fī shudhūr al-lughah wa-hiya majmūʻ maqālāt lughawīyah lāʾimah kutbah al-ʻArab /"
NNC,2979556,"27154543","Kitāb tārīkh ādāb al-lughah al-ʻArabīyah /"
NNC,2979611,"21614836","Sharḥ tuḥfat al-khalīl fī al-ʻarūḍ wa-al-qāfiyah,"
NNC,2979626,"223154723","al-Munṣif /"
NNC,2979648,"46240135","Sharh al-shaykh Muhammad ibn ʻAli al-Sabban ala manzumatihi fi 'ilm al-ʻarud."
